route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct
SNA-SFO,SNA,SFO,372.0,4777,4,67.8,13.64,66.0,1.591
TUL-DEN,TUL,DEN,541.0,2450,4,80.69,5.18,36.0,0.939
IAH-ASE,IAH,ASE,913.0,624,1,74.91,9.62,81.0,2.724
TYS-ORD,TYS,ORD,475.0,2188,5,69.71,24.05,85.0,4.068
OMA-SFO,OMA,SFO,1433.0,369,2,85.79,-1.8,21.5,0.813
ORD-FAR,ORD,FAR,557.0,2052,2,70.3,15.81,68.0,3.216
SFO-PSC,SFO,PSC,620.0,594,1,80.88,11.8,43.0,0.168
ICT-IAH,ICT,IAH,542.0,561,2,85.12,3.43,36.0,1.248
DEN-XWA,DEN,XWA,582.0,1370,1,77.97,12.59,51.0,1.241
DEN-MSO,DEN,MSO,679.0,1204,3,81.99,3.87,31.0,0.332
SBP-SFO,SBP,SFO,191.0,1145,2,59.73,23.82,88.1,1.223
SFO-FAT,SFO,FAT,158.0,1250,1,74.88,17.13,64.0,1.52
FAT-SFO,FAT,SFO,158.0,1250,1,65.04,23.28,76.8,1.28
PHX-GJT,PHX,GJT,438.0,982,2,81.08,6.64,35.3,0.305
ORD-MKE,ORD,MKE,67.0,5268,4,64.84,26.33,99.0,4.86
LAX-SFO,LAX,SFO,337.0,11235,7,62.21,16.58,68.0,0.837
SFO-LAX,SFO,LAX,337.0,11235,8,72.75,10.49,53.0,0.854
SMF-LAX,SMF,LAX,373.0,5643,5,85.47,0.98,25.0,0.443
DFW-COS,DFW,COS,592.0,1933,3,70.91,14.61,60.0,2.69
DEN-LAX,DEN,LAX,862.0,7708,5,79.13,5.09,39.0,0.454
DFW-SDF,DFW,SDF,733.0,2001,5,71.07,17.9,73.8,3.398
LCH-DFW,LCH,DFW,295.0,1044,2,82.71,7.43,40.8,2.874
DRO-DFW,DRO,DFW,674.0,1371,2,80.44,5.21,51.2,2.407
PHX-MFR,PHX,MFR,855.0,753,2,82.57,3.29,35.0,0.398
ABQ-PHX,ABQ,PHX,328.0,3307,4,81.9,4.69,33.3,0.484
SLC-PHX,SLC,PHX,507.0,5775,6,83.91,2.34,30.0,0.537
DFW-HSV,DFW,HSV,603.0,2065,4,75.96,13.36,66.0,2.906
HSV-DFW,HSV,DFW,603.0,2064,4,77.64,14.7,55.0,3.149
ABQ-LAX,ABQ,LAX,677.0,2218,2,88.06,-1.19,22.0,0.451
BHM-CLT,BHM,CLT,350.0,1758,4,83.8,3.91,39.3,1.65
XNA-LAX,XNA,LAX,1371.0,441,2,85.65,1.57,27.0,0.227
PSC-PHX,PSC,PHX,962.0,693,1,89.28,-3.38,17.0,0.0
COS-DFW,COS,DFW,592.0,1933,3,78.05,16.01,59.0,2.535
ELP-LAX,ELP,LAX,715.0,1279,2,83.57,5.79,35.9,0.391
LAX-ELP,LAX,ELP,715.0,1283,2,80.0,7.92,43.0,0.312
FLG-DFW,FLG,DFW,853.0,435,2,68.51,35.6,99.5,2.989
LIT-ORD,LIT,ORD,552.0,1457,3,69.79,17.15,75.4,3.089
LAX-ABQ,LAX,ABQ,677.0,2219,2,85.65,-0.05,24.2,0.27
PWM-ORD,PWM,ORD,900.0,1494,4,78.29,9.76,42.0,3.481
FLG-PHX,FLG,PHX,119.0,1202,1,81.16,13.12,60.0,2.745
YUM-DFW,YUM,DFW,1022.0,365,2,92.39,-4.89,8.6,1.37
ORD-COS,ORD,COS,911.0,1001,2,71.63,13.95,65.0,2.298
PHX-DSM,PHX,DSM,1149.0,1067,5,76.79,5.28,39.0,1.5
STL-LAX,STL,LAX,1592.0,1027,2,73.41,11.77,43.0,0.292
PVU-DFW,PVU,DFW,958.0,728,2,82.84,6.26,41.2,1.923
LAX-SAT,LAX,SAT,1211.0,1846,4,81.62,4.36,33.0,0.433
DFW-CHA,DFW,CHA,695.0,1610,4,72.2,17.3,75.0,2.981
DFW-YUM,DFW,YUM,1022.0,365,2,76.34,4.69,47.0,2.466
PHX-SEA,PHX,SEA,1107.0,7226,7,82.4,0.76,30.0,0.65
LBB-PHX,LBB,PHX,588.0,365,3,93.66,-4.28,1.0,0.274
PSC-SEA,PSC,SEA,172.0,1727,2,88.43,-0.55,19.0,0.869
SMF-SEA,SMF,SEA,605.0,4390,3,82.68,-0.57,27.0,0.319
SMF-PDX,SMF,PDX,479.0,1954,3,83.24,1.84,27.0,0.358
PDX-GEG,PDX,GEG,279.0,1030,2,86.09,0.8,21.0,0.874
LAS-BOI,LAS,BOI,519.0,1362,5,73.09,9.14,46.0,0.147
SEA-PDX,SEA,PDX,129.0,4812,3,83.14,1.91,27.0,0.665
FAT-SEA,FAT,SEA,748.0,926,2,81.9,1.43,29.0,0.864
BOI-PDX,BOI,PDX,344.0,1084,2,91.37,-3.44,12.0,0.554
EUG-SEA,EUG,SEA,234.0,1933,2,88.24,-2.26,18.0,1.397
SAN-SMF,SAN,SMF,480.0,5174,3,75.99,4.81,38.0,0.85
PDX-FAT,PDX,FAT,626.0,588,2,84.44,4.7,31.0,0.34
SAN-SFO,SAN,SFO,447.0,6660,5,62.49,17.08,72.0,1.291
PDX-BOI,PDX,BOI,344.0,908,2,86.35,0.65,22.0,0.771
PDX-SLC,PDX,SLC,630.0,2374,4,89.21,-2.39,17.0,1.095
GEG-BOI,GEG,BOI,287.0,336,1,89.85,-4.53,14.6,0.298
PSC-LAX,PSC,LAX,851.0,359,2,88.17,-3.91,18.2,0.836
PDX-EUG,PDX,EUG,105.0,582,1,90.61,-1.56,13.0,1.203
LAS-SAN,LAS,SAN,258.0,5631,5,65.12,15.38,57.0,0.977
SAN-LAS,SAN,LAS,258.0,5612,4,75.0,7.47,50.0,1.354
SEA-PSC,SEA,PSC,172.0,1726,2,83.53,2.85,26.5,1.043
LAX-EUG,LAX,EUG,748.0,400,3,92.75,-9.19,8.1,0.0
MRY-SAN,MRY,SAN,375.0,540,1,78.2,8.47,38.0,2.963
SAN-SBP,SAN,SBP,263.0,467,1,81.18,1.1,40.0,4.711
RDM-SEA,RDM,SEA,228.0,1908,2,85.26,-0.94,24.0,1.782
SJC-PDX,SJC,PDX,569.0,1653,3,85.77,-2.06,26.0,0.0
STS-PDX,STS,PDX,489.0,609,2,90.97,-5.44,11.6,1.642
BOI-SAN,BOI,SAN,749.0,1028,3,80.75,3.87,29.3,0.584
STS-LAX,STS,LAX,399.0,726,2,84.99,3.39,27.5,2.755
SFO-JAC,SFO,JAC,737.0,338,2,78.92,5.23,44.0,1.183
FAT-PDX,FAT,PDX,626.0,586,2,90.36,-2.83,14.0,0.683
MSP-OMA,MSP,OMA,282.0,1456,1,74.44,16.31,71.1,0.962
SLC-PSC,SLC,PSC,521.0,1178,2,89.43,-1.52,16.0,0.17
MSP-ATW,MSP,ATW,236.0,917,1,78.48,12.98,61.4,1.745
SLC-HLN,SLC,HLN,402.0,725,1,95.71,-11.59,1.0,0.276
MSP-MDW,MSP,MDW,349.0,2396,2,78.34,6.08,38.0,1.669
SLC-SJC,SLC,SJC,584.0,1803,3,87.03,-1.06,21.0,0.388
FWA-ATL,FWA,ATL,508.0,523,1,81.78,6.38,45.0,3.059
ATL-FWA,ATL,FWA,508.0,522,1,82.57,9.85,41.6,3.257
LAX-GEG,LAX,GEG,945.0,877,3,89.92,-5.44,14.8,0.342
DTW-PVD,DTW,PVD,615.0,821,2,76.38,12.7,64.1,2.436
MSP-CVG,MSP,CVG,596.0,827,2,79.42,3.74,36.0,0.726
DTW-AZO,DTW,AZO,113.0,1027,1,75.35,20.28,98.8,2.142
SLC-PSP,SLC,PSP,541.0,1078,2,91.99,-5.72,10.7,0.371
SLC-XNA,SLC,XNA,1004.0,362,1,84.44,1.58,25.1,0.552
MSP-MOT,MSP,MOT,449.0,1316,1,79.42,10.26,46.6,1.9
LAX-SJC,LAX,SJC,308.0,4473,6,86.24,-2.91,25.0,0.872
SEA-SFO,SEA,SFO,679.0,6791,5,62.11,17.45,66.0,1.104
FAR-MSP,FAR,MSP,223.0,1276,2,86.45,-0.27,22.0,0.549
MSP-FAR,MSP,FAR,223.0,1276,2,82.64,3.48,29.4,0.627
EUG-SLC,EUG,SLC,618.0,769,1,92.72,-6.31,8.0,0.0
MSP-GRB,MSP,GRB,252.0,869,2,79.91,8.66,59.5,1.496
MEM-AUS,MEM,AUS,559.0,365,1,90.86,0.91,12.0,1.096
SLC-BUR,SLC,BUR,574.0,1473,3,87.38,0.39,22.0,0.407
MFR-SLC,MFR,SLC,575.0,729,1,89.82,-2.7,15.0,0.274
MSN-DTW,MSN,DTW,311.0,902,2,82.21,9.59,49.7,0.776
BZN-SLC,BZN,SLC,347.0,1162,2,89.88,-1.41,15.0,0.516
IAD-MSP,IAD,MSP,907.0,983,4,85.17,2.74,30.7,1.526
LAN-DTW,LAN,DTW,74.0,858,1,75.18,24.51,95.1,0.816
ICT-MSP,ICT,MSP,545.0,401,1,83.5,8.76,33.3,0.249
MSP-ICT,MSP,ICT,545.0,401,1,79.65,7.58,38.3,0.249
DTW-RIC,DTW,RIC,455.0,649,4,83.49,4.52,41.9,0.77
SLC-STL,SLC,STL,1156.0,990,3,84.51,-0.04,32.0,0.606
ATL-SHV,ATL,SHV,552.0,1517,1,75.17,20.87,84.7,2.637
SLC-PIH,SLC,PIH,149.0,448,1,92.83,-4.38,11.0,0.223
LAX-ASE,LAX,ASE,737.0,1234,1,77.46,10.59,75.2,2.431
GEG-SLC,GEG,SLC,546.0,1671,2,90.53,-5.08,14.0,0.658
TUS-SLC,TUS,SLC,600.0,1112,2,93.04,-10.25,3.0,0.27
AUS-IND,AUS,IND,919.0,1272,3,77.71,8.6,44.0,0.472
SAN-LAX,SAN,LAX,109.0,2447,2,88.74,-1.57,17.0,0.94
LWS-SEA,LWS,SEA,262.0,364,1,90.0,-3.22,14.1,0.275
SLC-ONT,SLC,ONT,558.0,1239,3,89.24,-2.18,16.0,0.969
MFR-SEA,MFR,SEA,352.0,1275,1,90.21,-5.12,13.4,1.255
SLC-BIL,SLC,BIL,387.0,1074,2,87.83,-1.84,20.0,0.466
DTW-IAD,DTW,IAD,383.0,1153,4,75.37,14.41,68.0,1.041
MDW-MSP,MDW,MSP,349.0,2368,2,76.97,7.61,42.0,1.816
SEA-SNA,SEA,SNA,978.0,3958,3,84.64,-0.86,25.0,0.808
SLC-OAK,SLC,OAK,588.0,1643,2,90.24,-3.33,14.0,0.183
PIT-MSP,PIT,MSP,726.0,640,2,82.08,8.85,41.5,0.469
TRI-ATL,TRI,ATL,227.0,520,2,82.88,5.88,62.0,1.154
SLC-TWF,SLC,TWF,175.0,831,1,92.87,-4.82,7.0,0.481
MSP-MCI,MSP,MCI,393.0,1053,2,79.27,9.42,48.0,1.425
MSP-PIT,MSP,PIT,726.0,639,2,79.37,8.03,45.6,0.313
OMA-SLC,OMA,SLC,840.0,756,1,91.09,-4.84,13.0,0.132
STL-LGA,STL,LGA,888.0,2624,3,74.9,8.93,53.1,3.582
HLN-SLC,HLN,SLC,402.0,725,1,95.3,-9.24,3.0,0.276
LGA-STL,LGA,STL,888.0,2623,3,76.7,6.78,53.0,4.156
SLC-IDA,SLC,IDA,189.0,1193,2,89.04,-0.4,17.0,0.419
OAK-SLC,OAK,SLC,588.0,1643,2,88.47,-3.21,19.0,0.122
LGA-PIT,LGA,PIT,335.0,3013,2,79.52,4.4,50.5,4.779
STL-MSP,STL,MSP,448.0,1936,3,80.4,6.74,41.0,0.93
ATL-SGF,ATL,SGF,563.0,591,2,79.55,6.46,49.0,1.184
BIS-MSP,BIS,MSP,386.0,1032,2,84.2,1.46,37.0,0.678
MSP-BIS,MSP,BIS,386.0,1032,2,81.98,3.32,37.0,0.872
MAF-AUS,MAF,AUS,294.0,601,2,85.28,0.44,26.3,0.499
AUS-MSY,AUS,MSY,445.0,1970,3,77.08,6.24,43.2,0.355
OKC-SLC,OKC,SLC,866.0,720,1,92.46,-4.72,9.0,0.556
TVC-DTW,TVC,DTW,207.0,1058,2,75.99,14.51,66.8,2.268
ATL-ASE,ATL,ASE,1304.0,450,1,72.86,15.22,70.1,1.556
DTW-LEX,DTW,LEX,296.0,786,2,78.6,13.5,60.0,1.527
SEA-ONT,SEA,ONT,956.0,2504,4,82.65,0.85,27.0,1.038
AUS-MFE,AUS,MFE,279.0,1032,1,83.74,5.15,37.8,0.388
GRB-DTW,GRB,DTW,287.0,875,2,81.31,8.05,66.0,1.943
ASE-ATL,ASE,ATL,1304.0,450,1,74.83,17.13,90.0,3.556
GJT-SLC,GJT,SLC,217.0,583,1,94.85,-10.54,3.0,0.0
MSP-CIU,MSP,CIU,434.0,348,1,79.75,8.6,49.5,4.023
ESC-DTW,ESC,DTW,306.0,365,1,86.01,10.35,30.5,7.945
CIU-MSP,CIU,MSP,434.0,348,1,79.2,19.82,113.4,6.034
APN-DTW,APN,DTW,198.0,631,1,83.0,6.75,54.4,4.913
BJI-MSP,BJI,MSP,199.0,728,1,85.12,1.55,34.0,1.099
MSP-BJI,MSP,BJI,199.0,728,1,84.52,8.77,43.4,1.236
IMT-DTW,IMT,DTW,344.0,365,1,77.14,13.07,78.5,4.11
DTW-MQT,DTW,MQT,349.0,364,1,78.18,23.65,69.4,7.418
ATY-MSP,ATY,MSP,193.0,364,1,92.46,-1.04,9.3,1.648
SLC-CDC,SLC,CDC,221.0,629,1,94.4,-9.93,6.0,0.477
SLC-BTM,SLC,BTM,357.0,361,1,95.52,-11.05,5.0,0.554
PLN-DTW,PLN,DTW,243.0,659,1,82.72,4.67,54.6,13.961
COS-DEN,COS,DEN,73.0,5008,3,80.55,3.33,40.1,1.118
ACV-LAX,ACV,LAX,577.0,423,1,88.76,1.99,18.0,1.182
GJT-DEN,GJT,DEN,212.0,2256,2,78.39,6.68,46.0,1.197
ORD-SBN,ORD,SBN,84.0,2737,3,63.85,25.82,96.0,4.457
BTR-IAH,BTR,IAH,253.0,438,2,76.73,8.24,50.0,0.913
CRP-IAH,CRP,IAH,201.0,540,1,78.28,12.06,44.0,1.111
LNK-DEN,LNK,DEN,423.0,1588,1,80.06,8.54,58.0,0.882
MLI-ORD,MLI,ORD,139.0,2264,3,72.61,19.1,78.0,5.08
AVL-ORD,AVL,ORD,536.0,1473,4,74.03,11.61,62.0,2.851
DEN-SLC,DEN,SLC,391.0,7733,5,78.77,5.61,41.0,0.375
ACV-SFO,ACV,SFO,250.0,1292,1,59.55,27.45,82.0,2.941
DEN-FCA,DEN,FCA,752.0,1010,2,82.22,4.8,33.0,0.495
DEN-LIT,DEN,LIT,771.0,1573,4,81.69,4.99,37.0,0.572
CID-ORD,CID,ORD,196.0,2755,6,72.94,17.77,67.0,3.993
IAH-CRP,IAH,CRP,201.0,539,1,81.39,8.39,59.0,1.299
DEN-SAF,DEN,SAF,303.0,1653,1,82.45,4.74,40.6,0.968
DEN-ASE,DEN,ASE,125.0,2724,1,74.55,16.51,69.5,5.14
BFL-DEN,BFL,DEN,845.0,728,2,86.72,0.02,28.0,0.275
DEN-HLN,DEN,HLN,594.0,814,1,79.95,6.83,45.0,0.614
ORD-DAY,ORD,DAY,240.0,1784,5,66.51,33.41,108.0,4.933
SLC-DEN,SLC,DEN,391.0,7728,5,79.05,4.16,39.0,0.492
DEN-BIL,DEN,BIL,455.0,1778,2,80.56,5.12,36.2,0.619
DEN-OKC,DEN,OKC,495.0,3135,4,78.02,6.33,41.0,0.574
MRY-SFO,MRY,SFO,77.0,733,1,63.51,16.57,62.2,0.546
ICT-DEN,ICT,DEN,420.0,2207,3,78.98,6.74,42.0,0.544
DEN-ICT,DEN,ICT,420.0,2211,3,78.19,6.48,43.0,0.633
LAX-MRY,LAX,MRY,266.0,856,2,89.75,-3.23,15.2,0.584
LAX-ACV,LAX,ACV,577.0,422,1,87.59,-5.68,19.0,0.948
DEN-SBP,DEN,SBP,931.0,724,2,78.57,10.41,39.0,0.414
FAR-ORD,FAR,ORD,557.0,2054,2,73.51,18.27,77.0,3.019
DEN-TYS,DEN,TYS,1162.0,1001,5,79.84,2.46,38.0,0.4
BOI-DEN,BOI,DEN,649.0,3033,4,81.61,5.72,36.0,0.132
PDX-SFO,PDX,SFO,550.0,3494,4,69.35,12.4,53.0,0.401
GUC-DEN,GUC,DEN,152.0,994,1,82.91,1.85,44.8,0.805
DEN-TUS,DEN,TUS,639.0,2729,4,77.33,6.27,43.0,0.293
DSM-DEN,DSM,DEN,589.0,2330,4,83.4,3.74,35.8,0.601
MRY-LAX,MRY,LAX,266.0,853,2,87.5,-1.73,19.0,0.586
SBN-ORD,SBN,ORD,84.0,2738,3,65.97,26.52,99.4,3.944
PIA-ORD,PIA,ORD,130.0,2284,2,70.7,17.33,74.0,4.685
DEN-MKE,DEN,MKE,896.0,2319,4,76.61,8.48,45.0,0.388
SGU-PHX,SGU,PHX,262.0,891,1,83.22,4.84,36.0,0.112
PHX-SGU,PHX,SGU,262.0,890,1,83.63,5.25,33.0,0.112
SGU-DFW,SGU,DFW,976.0,704,1,80.17,8.35,51.5,0.426
MHK-DFW,MHK,DFW,431.0,1086,2,85.55,-0.66,30.4,2.302
PHX-YUM,PHX,YUM,160.0,1327,2,84.2,4.53,35.0,1.206
SWO-DFW,SWO,DFW,225.0,729,2,82.6,10.3,54.0,3.567
DFW-EVV,DFW,EVV,642.0,967,3,80.34,6.42,41.0,2.896
EVV-DFW,EVV,DFW,642.0,967,3,83.24,4.07,37.0,3.102
MAF-PHX,MAF,PHX,581.0,367,2,86.26,11.58,40.1,0.817
FSD-PHX,FSD,PHX,1081.0,652,3,81.76,3.58,30.0,0.613
PHX-FSD,PHX,FSD,1081.0,655,2,79.82,2.25,32.2,0.611
DFW-SJT,DFW,SJT,229.0,1077,1,80.17,8.58,43.2,4.085
DFW-LIT,DFW,LIT,304.0,2664,4,77.22,8.96,50.8,2.252
PHX-CID,PHX,CID,1252.0,772,3,77.53,5.14,41.0,1.166
MRY-PHX,MRY,PHX,598.0,1374,3,82.66,10.33,36.0,1.164
PHX-MRY,PHX,MRY,598.0,1373,3,80.01,6.41,42.0,0.947
HSV-ORD,HSV,ORD,510.0,1100,2,68.77,25.26,89.0,3.0
SAT-DFW,SAT,DFW,247.0,4375,4,77.91,15.51,63.0,3.177
CMX-ORD,CMX,ORD,360.0,792,1,67.8,35.15,127.0,7.071
DEN-DDC,DEN,DDC,292.0,627,1,80.33,8.46,58.0,0.957
CYS-DEN,CYS,DEN,90.0,730,1,84.86,3.15,32.1,1.096
DEN-BTM,DEN,BTM,578.0,365,1,72.73,22.37,62.4,0.274
DEN-LBF,DEN,LBF,227.0,627,1,74.27,13.98,62.0,0.797
IAH-PIB,IAH,PIB,372.0,627,1,73.38,13.32,69.5,0.957
SGU-DEN,SGU,DEN,517.0,1075,1,79.91,10.64,49.0,0.0
IAH-MEI,IAH,MEI,422.0,627,1,75.04,18.31,73.0,0.957
MCW-ORD,MCW,ORD,288.0,627,1,68.74,24.81,85.8,7.337
DEN-JMS,DEN,JMS,573.0,627,1,86.07,-2.07,26.1,1.276
SGU-LAX,SGU,LAX,349.0,310,1,86.69,-2.69,19.3,0.323
MGW-IAD,MGW,IAD,140.0,362,1,81.69,36.62,170.7,4.972
RKS-DEN,RKS,DEN,260.0,728,1,81.83,20.6,72.0,0.275
DIK-DEN,DIK,DEN,488.0,685,1,77.84,14.82,59.0,1.752
ORD-SLN,ORD,SLN,559.0,362,1,59.03,38.2,143.2,3.591
DEN-LBL,DEN,LBL,280.0,627,1,82.95,1.02,35.0,1.914
ORD-CMX,ORD,CMX,360.0,792,1,68.91,33.48,98.0,6.566
ATY-DEN,ATY,DEN,519.0,363,1,74.72,21.95,59.0,0.275
SFO-SMF,SFO,SMF,86.0,1355,2,77.85,11.28,44.0,1.624
FAT-LAX,FAT,LAX,209.0,982,2,85.47,3.24,22.0,0.509
SUN-DEN,SUN,DEN,557.0,630,1,84.98,3.46,43.5,0.0
ORD-BOI,ORD,BOI,1437.0,1108,4,70.05,13.96,71.0,1.534
DEN-PSC,DEN,PSC,853.0,729,2,75.76,11.07,62.0,0.137
LAX-FAT,LAX,FAT,209.0,979,2,85.73,1.34,26.7,0.511
DEN-TUL,DEN,TUL,541.0,2452,4,77.39,6.67,41.3,0.856
ORD-CID,ORD,CID,196.0,2755,6,68.58,21.83,83.0,3.666
SUN-LAX,SUN,LAX,696.0,328,1,90.21,-2.36,14.0,0.305
ORD-MBS,ORD,MBS,222.0,1006,1,65.46,25.07,101.1,3.38
DEN-HSV,DEN,HSV,1048.0,728,1,80.88,4.09,39.0,0.137
MEM-ORD,MEM,ORD,491.0,2509,5,75.94,10.62,57.0,3.707
ORD-MSY,ORD,MSY,837.0,2403,7,75.17,8.66,63.0,2.289
BOI-ORD,BOI,ORD,1437.0,1111,4,75.3,12.95,59.2,1.17
LAX-RDD,LAX,RDD,501.0,334,1,92.51,-7.1,7.7,0.0
ORD-SCE,ORD,SCE,528.0,550,2,69.85,14.97,70.7,2.0
DEN-MRY,DEN,MRY,959.0,726,2,81.02,2.77,41.0,0.275
HOB-DEN,HOB,DEN,501.0,364,1,81.01,15.02,62.5,1.374
ORD-BDL,ORD,BDL,783.0,2366,5,75.46,9.77,54.0,2.494
DEN-MLI,DEN,MLI,751.0,366,1,70.41,16.47,73.2,0.0
DEN-MSN,DEN,MSN,826.0,1101,3,80.71,4.4,37.7,0.454
RDD-LAX,RDD,LAX,501.0,334,1,85.33,2.9,20.0,0.0
SFO-BOI,SFO,BOI,522.0,1713,2,75.85,8.2,49.5,0.292
ORD-GSP,ORD,GSP,577.0,1815,6,74.08,10.78,58.0,3.967
MTJ-DEN,MTJ,DEN,197.0,1415,3,80.93,4.85,39.6,0.495
BZN-LAX,BZN,LAX,902.0,543,2,88.21,-5.58,20.8,0.0
DEN-STL,DEN,STL,770.0,3695,4,78.04,5.94,46.0,0.46
SFO-SAT,SFO,SAT,1482.0,434,2,77.39,10.07,48.2,0.23
ORD-TUL,ORD,TUL,585.0,2129,5,74.3,9.43,55.1,2.536
SFO-PDX,SFO,PDX,550.0,3493,4,79.63,4.37,37.0,0.344
JAN-DFW,JAN,DFW,408.0,1910,3,77.69,13.79,60.0,3.194
PHX-SAF,PHX,SAF,370.0,514,1,80.43,13.22,60.0,0.584
DTW-BUF,DTW,BUF,241.0,1207,3,78.16,14.26,67.0,1.657
ORD-PIT,ORD,PIT,413.0,4000,5,74.85,12.34,61.0,2.25
ORD-ECP,ORD,ECP,810.0,619,5,81.67,0.46,36.0,1.292
ECP-ORD,ECP,ORD,810.0,619,5,77.13,8.5,49.2,2.585
DEN-GEG,DEN,GEG,836.0,2051,4,76.76,7.35,40.0,0.293
ORD-MYR,ORD,MYR,753.0,495,6,80.04,3.3,33.0,0.606
MYR-ORD,MYR,ORD,753.0,494,6,76.72,7.78,46.0,1.215
ORD-ABQ,ORD,ABQ,1118.0,1148,5,72.24,10.0,67.0,1.394
ORD-ABE,ORD,ABE,654.0,454,2,68.65,17.54,84.8,3.744
CMH-MSP,CMH,MSP,626.0,850,2,86.21,1.65,29.0,0.941
DFW-GRK,DFW,GRK,134.0,1908,2,78.64,7.92,46.0,4.35
ABQ-BUR,ABQ,BUR,672.0,327,1,79.63,5.4,35.7,0.612
ABQ-MDW,ABQ,MDW,1121.0,449,1,89.64,-3.68,15.0,1.114
ABQ-OAK,ABQ,OAK,889.0,353,1,87.22,-3.49,18.0,0.0
ALB-BNA,ALB,BNA,825.0,436,2,81.16,2.53,34.0,0.917
ALB-DEN,ALB,DEN,1610.0,318,2,74.36,9.09,52.9,0.943
AMA-DAL,AMA,DAL,323.0,1263,1,86.31,-0.57,26.0,0.871
AMA-LAS,AMA,LAS,759.0,364,1,80.06,2.93,47.0,0.824
ATL-AUS,ATL,AUS,813.0,4524,4,80.55,1.87,38.0,1.304
ATL-DAL,ATL,DAL,721.0,3350,2,80.89,3.33,40.0,1.821
ATL-DCA,ATL,DCA,547.0,6800,6,69.77,15.85,61.0,3.176
ATL-IND,ATL,IND,432.0,3163,4,82.68,3.41,32.0,1.328
ATL-LGA,ATL,LGA,762.0,8413,6,73.07,13.82,64.0,4.053
ATL-MCO,ATL,MCO,404.0,8208,4,70.55,17.75,67.0,1.462
ATL-RDU,ATL,RDU,356.0,4629,3,79.91,6.76,40.0,1.491
ATL-SAT,ATL,SAT,874.0,3000,3,81.3,2.51,36.0,1.633
AUS-ABQ,AUS,ABQ,619.0,830,1,75.24,7.55,46.0,0.241
AUS-ATL,AUS,ATL,813.0,4523,4,81.85,3.65,36.0,1.304
AUS-DAL,AUS,DAL,189.0,2336,1,77.52,6.73,44.0,1.584
AUS-LAS,AUS,LAS,1090.0,2878,5,73.26,9.62,48.0,0.452
AUS-LBB,AUS,LBB,341.0,326,1,69.57,12.73,57.0,0.92
AUS-ORD,AUS,ORD,977.0,3171,6,72.69,18.3,67.0,2.302
AUS-SJC,AUS,SJC,1476.0,1119,1,73.81,5.87,43.0,0.268
AUS-TUL,AUS,TUL,426.0,310,1,66.67,13.59,48.2,0.323
BDL-BWI,BDL,BWI,283.0,1749,1,82.98,3.08,25.0,1.944
BHM-DAL,BHM,DAL,587.0,981,1,79.61,3.99,36.0,0.917
BHM-HOU,BHM,HOU,570.0,447,1,84.49,-0.35,26.0,0.224
BHM-MCO,BHM,MCO,479.0,848,1,79.19,7.8,35.0,0.472
BHM-TPA,BHM,TPA,459.0,425,1,75.18,7.0,42.6,0.471
BNA-BHM,BNA,BHM,177.0,516,1,76.61,6.39,33.8,0.581
BNA-DAL,BNA,DAL,623.0,2447,1,76.51,6.72,47.0,1.144
BNA-DCA,BNA,DCA,562.0,4356,5,72.29,11.03,53.0,2.87
BNA-FLL,BNA,FLL,793.0,2128,4,74.52,9.49,52.5,2.256
BNA-IND,BNA,IND,249.0,524,1,78.35,6.62,35.0,0.382
BNA-JAX,BNA,JAX,483.0,1096,2,74.26,8.66,40.0,0.547
BNA-LAX,BNA,LAX,1798.0,2329,4,76.33,5.91,38.0,0.816
BNA-LGB,BNA,LGB,1785.0,365,1,69.42,8.77,49.6,0.274
BNA-MDW,BNA,MDW,395.0,1893,1,74.92,6.48,44.0,1.215
BNA-MKE,BNA,MKE,475.0,969,1,72.94,9.62,44.0,0.929
BNA-MYR,BNA,MYR,471.0,635,1,78.45,6.37,38.0,0.63
BNA-OMA,BNA,OMA,612.0,401,1,69.35,10.01,43.6,0.748
BNA-ORF,BNA,ORF,585.0,423,1,82.45,3.36,24.0,1.182
BNA-PHL,BNA,PHL,675.0,2846,6,74.05,12.82,55.0,2.635
BNA-RIC,BNA,RIC,527.0,467,2,74.19,7.29,36.6,0.428
BNA-RSW,BNA,RSW,722.0,807,1,72.77,7.96,46.4,0.743
BNA-SAV,BNA,SAV,417.0,903,1,75.64,7.8,44.6,0.664
BNA-SEA,BNA,SEA,1978.0,1476,3,71.7,8.18,45.0,1.22
BNA-SMF,BNA,SMF,1917.0,345,1,66.08,11.77,38.9,0.58
BNA-SRQ,BNA,SRQ,648.0,686,2,71.68,9.74,46.0,1.166
BNA-TUL,BNA,TUL,515.0,514,1,82.94,0.07,27.1,0.778
BOI-SMF,BOI,SMF,437.0,860,1,84.95,1.33,25.4,0.116
BOS-DEN,BOS,DEN,1754.0,3868,4,77.01,4.56,46.0,1.344
BUF-BWI,BUF,BWI,281.0,1750,1,86.98,-0.63,20.0,1.429
BUR-DEN,BUR,DEN,850.0,2166,4,85.2,-0.05,29.6,0.462
BUR-RNO,BUR,RNO,374.0,423,1,83.18,1.3,39.8,0.0
BUR-SJC,BUR,SJC,296.0,2161,1,86.75,-3.56,23.5,1.064
BWI-ATL,BWI,ATL,577.0,5407,4,80.63,4.05,38.0,1.96
