route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct,log_flights,segment_id,segment,pc1,pc2
SHV-IAH,SHV,IAH,192.0,1201,1,76.6,13.23,48.3,0.999,3.079543007402906,2,"Thin route - reliable, short delay tail",0.36460626283759145,-0.6453223952431714
ORD-ICT,ORD,ICT,588.0,2189,5,66.96,18.44,79.6,2.65,3.3402457615679317,0,"Trunk route - multi-carrier, unreliable",3.2802092676675243,1.2244190649354347
DEN-FAT,DEN,FAT,844.0,1452,3,80.98,3.04,32.0,0.069,3.161966616364075,2,"Thin route - reliable, short delay tail",-1.0920653312513195,0.8541857381874712
ORD-BIL,ORD,BIL,1060.0,316,2,88.5,-4.86,16.0,0.316,2.499687082618404,2,"Thin route - reliable, short delay tail",-3.011026166994124,-0.5977962732938139
ILM-ORD,ILM,ORD,760.0,542,4,79.55,9.65,44.6,2.214,2.733999286538387,0,"Trunk route - multi-carrier, unreliable",0.2795191961639129,0.15003388279369445
FCA-DEN,FCA,DEN,752.0,1010,2,84.78,1.81,31.0,0.99,3.0043213737826426,2,"Thin route - reliable, short delay tail",-1.4730608999994192,0.13322911961310305
PSP-DEN,PSP,DEN,776.0,2027,4,82.26,4.08,35.0,0.789,3.3068537486930087,0,"Trunk route - multi-carrier, unreliable",-0.6642198918783948,1.5933408717875146
DEN-GJT,DEN,GJT,212.0,2256,2,79.76,6.48,44.0,1.152,3.3533390953113047,2,"Thin route - reliable, short delay tail",-0.16539801368104604,0.6111922829600036
CAK-ORD,CAK,ORD,344.0,2026,3,73.3,20.62,104.0,5.38,3.3066394410242617,1,"Thin route - long delay tail, high average delay",3.951696891363474,0.04036913801940768
PHX-BOI,PHX,BOI,735.0,2015,5,80.54,4.33,34.0,0.347,3.3042750504771283,0,"Trunk route - multi-carrier, unreliable",-0.4944988166980927,2.053453594465443
MKE-ORD,MKE,ORD,67.0,5268,4,68.47,21.94,91.0,4.48,3.7216457662897464,1,"Thin route - long delay tail, high average delay",4.214216833931315,1.3904781826991548
SBP-PHX,SBP,PHX,509.0,1258,3,81.93,16.76,36.0,0.954,3.09968064110925,0,"Trunk route - multi-carrier, unreliable",0.09961380440944541,0.43500472560736886
AEX-DFW,AEX,DFW,285.0,1045,2,83.23,4.3,34.0,3.923,3.019116290447073,2,"Thin route - reliable, short delay tail",-0.348653305656755,0.0100847820815667
FSD-ORD,FSD,ORD,462.0,1801,5,68.89,20.97,91.0,3.776,3.2555137128195333,1,"Thin route - long delay tail, high average delay",3.849360300967646,0.9324717236568597
PHX-OKC,PHX,OKC,833.0,1837,4,76.21,8.85,46.0,0.925,3.2641091563058082,0,"Trunk route - multi-carrier, unreliable",0.42096809632758003,1.2154500089353306
DFW-SHV,DFW,SHV,190.0,2125,3,75.84,11.72,60.0,3.718,3.3273589343863303,0,"Trunk route - multi-carrier, unreliable",1.642145598797886,0.6715371774677301
MSN-ORD,MSN,ORD,108.0,4103,5,72.65,17.33,69.0,3.875,3.6131015169669127,0,"Trunk route - multi-carrier, unreliable",2.953133732166736,1.9803321207783118
ORD-MSN,ORD,MSN,108.0,4103,5,72.0,16.12,67.0,3.778,3.6131015169669127,0,"Trunk route - multi-carrier, unreliable",2.8464498883145612,2.0098213014599517
FNT-ORD,FNT,ORD,223.0,1918,1,66.67,33.05,112.0,4.223,3.282848602834645,1,"Thin route - long delay tail, high average delay",4.97121908109098,-1.3474939039618865
ORD-MHK,ORD,MHK,501.0,572,2,67.88,26.35,88.0,4.021,2.7573960287930244,1,"Thin route - long delay tail, high average delay",3.636007285471446,-1.6398486980774036
ORD-FNT,ORD,FNT,223.0,1918,1,64.94,29.24,108.7,4.327,3.282848602834645,1,"Thin route - long delay tail, high average delay",4.784481329406015,-1.2818215798798038
DFW-SBN,DFW,SBN,846.0,984,2,73.83,13.53,70.8,1.829,2.9929950984313414,1,"Thin route - long delay tail, high average delay",1.388939103183147,-0.6304734012192947
BOI-PHX,BOI,PHX,735.0,2014,5,83.61,3.12,31.0,0.397,3.3040594662175993,0,"Trunk route - multi-carrier, unreliable",-0.8810706448363025,2.1521736174438044
ORD-BTV,ORD,BTV,763.0,1248,4,69.76,17.59,66.0,2.003,3.0962145853464054,1,"Thin route - long delay tail, high average delay",2.230867689245383,0.41305902446377196
TVC-ORD,TVC,ORD,224.0,2768,5,71.37,21.96,88.0,5.166,3.44216608578472,1,"Thin route - long delay tail, high average delay",4.0781235607298365,1.3350370420644864
ORD-STL,ORD,STL,258.0,3090,5,72.07,14.25,65.0,2.945,3.4899584794248346,0,"Trunk route - multi-carrier, unreliable",2.397056053373227,1.8248676918969409
LEX-ORD,LEX,ORD,323.0,1710,3,73.4,18.33,78.0,3.158,3.2329961103921536,1,"Thin route - long delay tail, high average delay",2.5642730153655555,0.18432886328670367
STL-ORD,STL,ORD,258.0,3090,5,72.64,19.04,70.0,3.56,3.4899584794248346,0,"Trunk route - multi-carrier, unreliable",2.9504528921325326,1.6842055132996503
BTV-ORD,BTV,ORD,763.0,1248,4,68.06,24.69,68.0,1.923,3.0962145853464054,1,"Thin route - long delay tail, high average delay",2.875954310469307,0.22568329449510377
LAX-AUS,LAX,AUS,1242.0,4077,6,77.9,6.7,43.0,0.662,3.6103407114521566,0,"Trunk route - multi-carrier, unreliable",0.3630973858152518,2.9502653424629925
CRP-DFW,CRP,DFW,355.0,2512,3,81.39,8.59,43.0,2.906,3.4000196350651586,0,"Trunk route - multi-carrier, unreliable",0.36840210462356504,1.1116396573646528
ORD-CMH,ORD,CMH,296.0,4933,6,74.62,11.43,63.0,2.777,3.693111115462141,0,"Trunk route - multi-carrier, unreliable",2.135333154191258,2.8382743833681414
MCI-ORD,MCI,ORD,403.0,4197,6,75.73,16.74,67.0,2.859,3.62293896921149,0,"Trunk route - multi-carrier, unreliable",2.487886121075832,2.5679462580796426
CLE-ORD,CLE,ORD,316.0,4867,5,75.39,12.63,56.0,3.472,3.687261346243506,0,"Trunk route - multi-carrier, unreliable",1.984185262310076,2.361580811082159
ORD-CLE,ORD,CLE,316.0,4867,5,71.25,16.05,71.0,3.103,3.687261346243506,0,"Trunk route - multi-carrier, unreliable",2.845629571649546,2.1268736305685567
ORD-SGF,ORD,SGF,438.0,1466,2,76.01,6.77,57.4,2.865,3.166133970305109,0,"Trunk route - multi-carrier, unreliable",0.7830028363814123,-0.00751448516910898
LAX-DEN,LAX,DEN,862.0,7708,5,81.95,2.87,36.0,0.454,3.8869417059834155,0,"Trunk route - multi-carrier, unreliable",-0.41417149288412,3.2743083700850177
CLT-BHM,CLT,BHM,350.0,1757,4,82.34,2.98,38.0,1.594,3.244771761495295,0,"Trunk route - multi-carrier, unreliable",-0.4364209920947704,1.4790980812215615
LAX-OKC,LAX,OKC,1187.0,929,2,86.7,-0.02,22.4,0.861,2.968015713993642,2,"Thin route - reliable, short delay tail",-2.0852932796517885,0.1584186619659035
DFW-DRO,DFW,DRO,674.0,1373,2,76.92,6.99,55.2,2.258,3.137670537236755,2,"Thin route - reliable, short delay tail",0.4805404134281691,-0.03890121619083041
SPI-ORD,SPI,ORD,174.0,707,2,81.41,5.98,57.0,3.395,2.8494194137968996,2,"Thin route - reliable, short delay tail",0.34103451541351976,-0.5340920855995741
CLL-DFW,CLL,DFW,164.0,1213,2,85.2,4.3,32.5,2.968,3.083860800866573,2,"Thin route - reliable, short delay tail",-0.7160428765842799,0.22785280844239353
DFW-FLG,DFW,FLG,853.0,435,2,74.7,16.88,69.0,3.448,2.6384892569546374,1,"Thin route - long delay tail, high average delay",1.7328729026518686,-1.4476567345524007
SFO-PHX,SFO,PHX,651.0,4690,5,73.9,12.81,54.0,0.768,3.6711728427150834,0,"Trunk route - multi-carrier, unreliable",1.3746604101509743,2.3688521564468012
ORD-DTW,ORD,DTW,235.0,5953,7,71.81,16.71,75.0,3.242,3.774735882551753,0,"Trunk route - multi-carrier, unreliable",3.317949963118354,3.2336366667801357
GRK-DFW,GRK,DFW,134.0,1907,2,81.07,6.9,43.4,4.51,3.280350693046006,2,"Thin route - reliable, short delay tail",0.5047893759156603,0.3826502690383421
ELP-ORD,ELP,ORD,1236.0,727,5,83.83,1.55,28.0,1.788,2.8615344108590377,2,"Thin route - reliable, short delay tail",-1.0169112645593623,1.2196243304210512
ORD-PWM,ORD,PWM,900.0,1494,4,74.62,9.8,52.0,2.61,3.1743505974793798,0,"Trunk route - multi-carrier, unreliable",1.1091697304901151,0.88520648839735
DFW-ACT,DFW,ACT,90.0,1073,2,80.7,6.18,38.0,3.914,3.030599721965951,2,"Thin route - reliable, short delay tail",0.11279510548266153,-0.0619272757653895
SEA-PHX,SEA,PHX,1107.0,7225,7,78.74,5.1,36.0,0.706,3.8588378514285853,0,"Trunk route - multi-carrier, unreliable",0.27829690685829117,4.041285817552736
PHX-DRO,PHX,DRO,352.0,991,1,79.94,9.98,48.4,0.404,2.9960736544852753,2,"Thin route - reliable, short delay tail",-0.30608283512634454,-0.6837972763848496
RST-ORD,RST,ORD,268.0,1057,2,66.8,25.5,92.5,4.73,3.024074987307426,1,"Thin route - long delay tail, high average delay",4.087093106475274,-1.1300815656978038
ROW-DFW,ROW,DFW,435.0,827,2,83.62,8.19,40.0,2.418,2.9175055095525466,2,"Thin route - reliable, short delay tail",-0.3692887581898906,-0.2759815018984488
ORD-LEX,ORD,LEX,323.0,1709,3,70.75,20.05,73.0,3.218,3.232742062720737,1,"Thin route - long delay tail, high average delay",2.766906724766794,0.13222772558422538
PHX-ONT,PHX,ONT,325.0,3027,4,77.16,7.43,43.0,0.496,3.481012420956573,0,"Trunk route - multi-carrier, unreliable",0.24011483268235495,1.7798178629243493
BOI-SEA,BOI,SEA,399.0,3761,2,85.23,-2.49,26.0,0.372,3.575303333422399,2,"Thin route - reliable, short delay tail",-1.7907596319410624,1.4790496055396782
GEG-SEA,GEG,SEA,224.0,5024,3,85.97,-0.1,23.0,1.035,3.70104963072914,2,"Thin route - reliable, short delay tail",-1.3921080284043343,2.1922718557969514
SEA-GEG,SEA,GEG,224.0,5062,3,83.13,1.25,30.0,0.968,3.7043221408222355,0,"Trunk route - multi-carrier, unreliable",-0.9109904536878356,2.0747220161786206
SAN-MRY,SAN,MRY,375.0,540,1,79.26,1.19,30.0,4.074,2.7323937598229686,2,"Thin route - reliable, short delay tail",-0.5934074877384934,-1.0478607305804715
GEG-PDX,GEG,PDX,279.0,1028,2,86.06,1.12,24.0,0.875,3.011993114659257,2,"Thin route - reliable, short delay tail",-1.751540931466154,0.27481928554092167
SEA-EUG,SEA,EUG,234.0,1930,2,84.77,0.93,25.0,1.295,3.285557309007774,2,"Thin route - reliable, short delay tail",-1.4259560206191124,0.79886060224784
JAC-SFO,JAC,SFO,737.0,343,2,58.46,24.59,80.8,1.458,2.5352941200427703,1,"Thin route - long delay tail, high average delay",3.337571901336629,-2.1197824207918345
PSP-SFO,PSP,SFO,421.0,2566,4,63.24,19.35,75.0,0.857,3.4092566520389096,0,"Trunk route - multi-carrier, unreliable",3.0045753984630954,0.9016797071042766
SFO-RDM,SFO,RDM,462.0,1304,2,76.8,7.75,50.0,0.997,3.1152775913959014,2,"Thin route - reliable, short delay tail",0.13760713238807762,-0.011242614589532731
SAN-STS,SAN,STS,508.0,1014,2,78.27,0.61,41.0,3.452,3.0060379549973173,2,"Thin route - reliable, short delay tail",-0.17935230795730112,-0.08132494403316022
SBA-SEA,SBA,SEA,908.0,363,2,79.17,2.59,38.2,0.826,2.5599066250361124,2,"Thin route - reliable, short delay tail",-1.0355463561261025,-0.9497902988563817
SEA-FAT,SEA,FAT,748.0,925,2,83.19,1.74,29.0,0.865,2.9661417327390325,2,"Thin route - reliable, short delay tail",-1.4510872410400277,0.04535321752996485
EUG-PDX,EUG,PDX,105.0,579,1,90.72,-1.91,13.0,1.382,2.762678563727436,2,"Thin route - reliable, short delay tail",-2.70326492219178,-0.49444961925679265
PDX-RNO,PDX,RNO,444.0,310,2,91.91,-4.07,9.2,0.0,2.4913616938342726,2,"Thin route - reliable, short delay tail",-3.378801449635945,-0.4642672502956783
SEA-SMF,SEA,SMF,605.0,4381,3,82.04,1.74,29.0,0.365,3.6415732531781755,0,"Trunk route - multi-carrier, unreliable",-1.0447720518539576,1.911546708013571
PDX-SMF,PDX,SMF,479.0,1966,3,82.18,3.69,33.0,0.254,3.2935835134961167,2,"Thin route - reliable, short delay tail",-0.9616048642082339,1.1486535443544543
BUR-SFO,BUR,SFO,326.0,3066,3,62.19,18.4,82.0,1.207,3.4865721505183562,1,"Thin route - long delay tail, high average delay",3.189880643502244,0.531930111628625
SFO-PSP,SFO,PSP,421.0,2547,4,75.71,10.98,61.0,1.021,3.406028944963615,0,"Trunk route - multi-carrier, unreliable",1.143199999357029,1.3821156985894836
SLC-PDX,SLC,PDX,630.0,2375,4,88.59,-3.08,18.0,1.137,3.3756636139608855,2,"Thin route - reliable, short delay tail",-1.9545668220105572,2.111060201873729
PDX-SJC,PDX,SJC,569.0,1672,3,82.05,3.67,32.0,0.239,3.2232362731029975,2,"Thin route - reliable, short delay tail",-1.0249250303257487,1.0027569900078275
PDX-STS,PDX,STS,489.0,640,2,84.32,1.01,28.6,0.469,2.806179973983887,2,"Thin route - reliable, short delay tail",-1.7117432538763515,-0.21075155410488705
SEA-SBA,SEA,SBA,908.0,363,2,82.17,3.96,29.0,0.826,2.5599066250361124,2,"Thin route - reliable, short delay tail",-1.417584512750066,-0.8615071519623767
STS-SEA,STS,SEA,618.0,463,2,76.59,4.6,39.0,1.296,2.6655809910179533,2,"Thin route - reliable, short delay tail",-0.482935785939282,-0.8184305469242095
BOI-SJC,BOI,SJC,523.0,658,2,85.84,0.04,23.0,0.152,2.8182258936139557,2,"Thin route - reliable, short delay tail",-2.116295693479189,-0.09378143420834262
PSP-PDX,PSP,PDX,873.0,737,2,94.34,-8.98,7.0,1.764,2.8674674878590514,2,"Thin route - reliable, short delay tail",-3.468291878567464,0.37564006433037744
SJC-SAN,SJC,SAN,417.0,4986,4,70.69,10.86,46.0,1.003,3.6977522741677546,0,"Trunk route - multi-carrier, unreliable",1.2388731727983815,1.9922234087096646
SEA-RDM,SEA,RDM,228.0,1907,2,84.87,-1.66,23.1,1.678,3.280350693046006,2,"Thin route - reliable, short delay tail",-1.5714031828079247,0.8444498629996959
SEA-OAK,SEA,OAK,672.0,1895,3,74.02,7.81,42.0,0.686,3.2776092143040914,0,"Trunk route - multi-carrier, unreliable",0.24718521559434922,0.7939295743254957
SEA-RNO,SEA,RNO,564.0,902,2,78.7,3.98,35.0,0.998,2.9552065375419416,2,"Thin route - reliable, short delay tail",-0.7389770338070424,-0.1342532430794314
BOI-LAX,BOI,LAX,674.0,1373,2,92.85,-5.73,11.0,0.218,3.137670537236755,2,"Thin route - reliable, short delay tail",-3.2465312901474586,0.8720356297673197
PSC-SLC,PSC,SLC,521.0,1178,2,93.79,-5.24,5.0,0.17,3.0711452904510828,2,"Thin route - reliable, short delay tail",-3.457474030894113,0.7970342301173885
LAS-SNA,LAS,SNA,226.0,4150,4,81.86,2.31,31.0,0.651,3.6180480967120925,0,"Trunk route - multi-carrier, unreliable",-0.6796415082834673,2.3343433595009446
PHX-LAX,PHX,LAX,370.0,7606,7,82.08,3.45,33.0,0.631,3.8811563210755637,0,"Trunk route - multi-carrier, unreliable",-0.06152575405158976,4.262861928423286
SLC-SUN,SLC,SUN,222.0,1078,1,93.22,-8.26,6.9,0.742,3.03261876085072,2,"Thin route - reliable, short delay tail",-3.5457583772875663,0.2851080312147189
RDM-SLC,RDM,SLC,525.0,729,1,91.27,-1.06,12.0,0.823,2.8627275283179747,2,"Thin route - reliable, short delay tail",-2.871047575142505,-0.3066018417678166
SJC-SLC,SJC,SLC,584.0,1801,3,92.08,-7.34,9.0,0.444,3.2555137128195333,2,"Thin route - reliable, short delay tail",-3.0925118328600227,1.623768884331378
DTW-ATW,DTW,ATW,296.0,1069,2,76.22,13.39,84.4,1.403,3.028977705208778,1,"Thin route - long delay tail, high average delay",1.5572091669355972,-0.5448675206992097
MSP-AUS,MSP,AUS,1042.0,1675,3,79.19,1.6,40.8,0.716,3.224014811372864,2,"Thin route - reliable, short delay tail",-0.6763452508802685,0.8829665248681672
SDF-DTW,SDF,DTW,306.0,1128,4,82.92,10.82,45.0,0.887,3.0523090996473234,0,"Trunk route - multi-carrier, unreliable",0.00056676896024371,0.9135164512133747
LWS-SLC,LWS,SLC,461.0,365,1,92.88,-2.78,6.0,0.0,2.5622928644564746,2,"Thin route - reliable, short delay tail",-3.5686348961042107,-0.7857408649854005
GEG-LAX,GEG,LAX,945.0,878,3,90.84,-3.99,13.0,0.569,2.9434945159061026,2,"Thin route - reliable, short delay tail",-2.8169699635853314,0.8344375796384159
CVG-MSP,CVG,MSP,596.0,827,2,86.46,1.2,23.0,0.846,2.9175055095525466,2,"Thin route - reliable, short delay tail",-1.8979496384594507,0.06938116372849834
PSP-SLC,PSP,SLC,541.0,1078,2,92.92,-5.96,7.0,0.371,3.03261876085072,2,"Thin route - reliable, short delay tail",-3.358123184902559,0.6958461285060608
ATL-SBN,ATL,SBN,566.0,1029,2,73.98,21.28,86.0,1.944,3.012415374762433,1,"Thin route - long delay tail, high average delay",2.380667117492229,-0.8303776145213743
SBN-ATL,SBN,ATL,566.0,1029,2,76.42,19.4,70.0,2.138,3.012415374762433,1,"Thin route - long delay tail, high average delay",1.6877343402406166,-0.6459151255693518
XNA-SLC,XNA,SLC,1004.0,362,1,89.44,-2.13,16.0,0.552,2.558708570533166,2,"Thin route - reliable, short delay tail",-2.955449895079025,-0.9967570373825618
SNA-LAS,SNA,LAS,226.0,4146,4,83.14,2.41,33.0,0.603,3.617629297757842,0,"Trunk route - multi-carrier, unreliable",-0.7302232586788003,2.342705813054509
SFO-SEA,SFO,SEA,679.0,6797,5,73.18,7.72,49.0,1.059,3.8323172699222616,0,"Trunk route - multi-carrier, unreliable",1.0810824928843632,2.8122139477049464
ATL-ABY,ATL,ABY,145.0,307,1,79.07,14.83,59.0,1.954,2.4871383754771865,1,"Thin route - long delay tail, high average delay",0.5578409358935442,-1.9435039754653258
SLC-AUS,SLC,AUS,1086.0,1784,3,82.63,1.62,31.0,0.673,3.2513948500401044,2,"Thin route - reliable, short delay tail",-1.2054662514613217,1.0647973964873763
DTW-MSN,DTW,MSN,311.0,903,2,74.58,13.27,68.0,0.886,2.9556877503135057,1,"Thin route - long delay tail, high average delay",1.0921805579217578,-0.5968650033875578
MEM-MSP,MEM,MSP,700.0,900,2,86.5,1.41,24.0,1.111,2.9542425094393248,2,"Thin route - reliable, short delay tail",-1.8012908662051148,0.1176723143011915
MSP-MEM,MSP,MEM,700.0,900,2,82.15,0.96,31.0,1.0,2.9542425094393248,2,"Thin route - reliable, short delay tail",-1.3365399163955949,0.00428920607348808
SJC-LAS,SJC,LAS,386.0,3750,5,80.54,4.96,38.0,0.453,3.574031267727719,0,"Trunk route - multi-carrier, unreliable",-0.15964227241251766,2.5902097127615176
DTW-LAN,DTW,LAN,74.0,858,1,74.38,18.86,81.0,0.816,2.9334872878487053,1,"Thin route - long delay tail, high average delay",1.6980711072090118,-1.3048299912103065
JAC-SLC,JAC,SLC,205.0,1217,2,87.38,-0.87,22.0,0.986,3.085290578230065,2,"Thin route - reliable, short delay tail",-1.974268148906835,0.5054771263401024
SHV-ATL,SHV,ATL,552.0,1517,1,82.8,10.57,55.0,2.703,3.1809855807867304,2,"Thin route - reliable, short delay tail",0.25919133028573227,-0.3976484346802024
COS-SLC,COS,SLC,411.0,721,1,93.32,-8.7,7.2,0.139,2.857935264719429,2,"Thin route - reliable, short delay tail",-3.81369300981459,-0.0598446090178879
PIH-SLC,PIH,SLC,149.0,448,1,93.96,-8.91,4.0,0.223,2.651278013998144,2,"Thin route - reliable, short delay tail",-3.9824585784841857,-0.4269269750771924
SEA-BZN,SEA,BZN,543.0,1574,3,82.43,2.29,30.0,0.445,3.1970047280230456,2,"Thin route - reliable, short delay tail",-1.1589341708368885,0.9933884565161205
DTW-CHS,DTW,CHS,667.0,571,4,77.18,9.78,52.0,1.576,2.756636108245848,0,"Trunk route - multi-carrier, unreliable",0.5431260933096786,0.12818570877399857
DTW-OMA,DTW,OMA,650.0,1145,2,75.37,14.41,71.0,0.611,3.0588054866759067,1,"Thin route - long delay tail, high average delay",1.1106902089279587,-0.4336185274943508
LGA-BNA,LGA,BNA,764.0,3781,5,71.59,10.61,63.0,4.84,3.5776066773625357,0,"Trunk route - multi-carrier, unreliable",2.527245887099934,1.9840795310197032
DTW-MBS,DTW,MBS,98.0,1055,1,78.43,12.1,65.0,1.043,3.0232524596337114,2,"Thin route - reliable, short delay tail",0.5905525322784756,-0.8103684848466245
MBS-DTW,MBS,DTW,98.0,1055,1,80.94,9.98,60.7,0.948,3.0232524596337114,2,"Thin route - reliable, short delay tail",0.11808156284462598,-0.6894498752342112
GSP-DTW,GSP,DTW,508.0,550,2,87.29,-1.07,22.6,2.727,2.7403626894942437,2,"Thin route - reliable, short delay tail",-1.747700896016281,-0.28037775909877327
SAV-DTW,SAV,DTW,705.0,595,2,79.69,13.69,47.0,1.345,2.7745169657285498,2,"Thin route - reliable, short delay tail",0.1431654701790149,-0.7879212619079896
DTW-ELM,DTW,ELM,331.0,925,1,76.91,14.47,63.7,1.189,2.9661417327390325,1,"Thin route - long delay tail, high average delay",0.807736271088957,-1.0178374524106302
ECP-AUS,ECP,AUS,710.0,623,3,78.49,8.5,48.8,0.0,2.7944880466591697,2,"Thin route - reliable, short delay tail",-0.2276245371818591,-0.15509127589052935
AUS-JAX,AUS,JAX,953.0,650,2,81.75,4.63,40.0,0.769,2.8129133566428557,2,"Thin route - reliable, short delay tail",-0.9697812061147031,-0.4410022800014043
JAX-AUS,JAX,AUS,953.0,650,2,77.19,12.65,47.0,1.231,2.8129133566428557,2,"Thin route - reliable, short delay tail",0.2154595277199535,-0.7496883193050433
MSP-GRR,MSP,GRR,408.0,1248,2,79.89,5.23,45.4,1.042,3.0962145853464054,2,"Thin route - reliable, short delay tail",-0.38122197424243937,0.09137065685209604
IAD-DTW,IAD,DTW,383.0,1133,4,77.62,14.41,65.0,1.236,3.0542299098633974,0,"Trunk route - multi-carrier, unreliable",1.2493477062559701,0.5960207662553747
GRR-DTW,GRR,DTW,120.0,1591,3,79.12,12.25,72.0,0.88,3.2016701796465816,0,"Trunk route - multi-carrier, unreliable",1.0474396274636748,0.47628617160245695
SNA-SEA,SNA,SEA,978.0,3956,3,85.52,-2.6,24.0,1.036,3.5972562829251418,2,"Thin route - reliable, short delay tail",-1.6605823153165151,1.9559172120551034
FCA-SLC,FCA,SLC,532.0,1111,2,90.81,-0.53,12.0,0.9,3.0457140589408676,2,"Thin route - reliable, short delay tail",-2.567735231040254,0.5236140904060549
SLC-SBA,SLC,SBA,615.0,1060,2,92.73,-7.14,10.0,0.755,3.0253058652647704,2,"Thin route - reliable, short delay tail",-3.2699573338090455,0.66355195613146
SBN-DTW,SBN,DTW,157.0,711,1,79.63,17.9,85.0,1.125,2.851869600729766,1,"Thin route - long delay tail, high average delay",1.3591267445623696,-1.4000501478150713
LAS-SMF,LAS,SMF,397.0,4123,4,78.51,4.6,40.0,0.485,3.6152133348013584,0,"Trunk route - multi-carrier, unreliable",-0.09534719202672512,2.1517211615886698
SBN-MSP,SBN,MSP,411.0,365,1,83.84,12.96,48.0,1.37,2.5622928644564746,2,"Thin route - reliable, short delay tail",-0.37464591130359837,-1.5938462482311238
ATL-TRI,ATL,TRI,227.0,520,2,81.32,9.95,43.7,0.962,2.716003343634799,2,"Thin route - reliable, short delay tail",-0.3579284026242678,-0.7290341334795095
DTW-MDW,DTW,MDW,228.0,1256,2,75.57,9.47,36.5,1.194,3.0989896394011773,2,"Thin route - reliable, short delay tail",0.06872851410864388,0.001267240905666953
MCI-MSP,MCI,MSP,393.0,1053,2,82.26,5.27,38.4,1.425,3.0224283711854865,2,"Thin route - reliable, short delay tail",-0.6847231089937784,0.018958749448038843
AUS-SLC,AUS,SLC,1086.0,1785,3,82.04,5.75,38.0,0.728,3.251638220448212,2,"Thin route - reliable, short delay tail",-0.6834489094599644,0.9210973467834954
MSP-STL,MSP,STL,448.0,1936,3,80.29,3.96,36.8,0.878,3.286905352972375,2,"Thin route - reliable, short delay tail",-0.5507210762201804,1.05260943196677
ABY-ATL,ABY,ATL,145.0,308,1,82.45,4.28,64.7,1.948,2.4885507165004443,2,"Thin route - reliable, short delay tail",-0.2660598070604094,-1.7011587438763434
LEX-DTW,LEX,DTW,296.0,788,2,83.8,9.18,51.3,1.142,2.8965262174895554,2,"Thin route - reliable, short delay tail",-0.2988919971539021,-0.3611124590661746
TUL-SLC,TUL,SLC,926.0,403,1,92.25,-6.81,8.0,0.744,2.6053050461411096,2,"Thin route - reliable, short delay tail",-3.6245111644735943,-0.7003698931835245
SLC-BOI,SLC,BOI,290.0,1741,2,86.73,-1.15,20.0,0.804,3.240798771117331,2,"Thin route - reliable, short delay tail",-1.989768343754445,0.829961233595777
