route,origin_airport,dest_airport,completed_flights,mean_delay_prob,observed_delay_rate,mean_p90_min,mean_cancel_prob
TPA-RDU,TPA,RDU,227,0.15146713713717355,0.1894273127753304,36.952642499612814,0.008184174702266959
RDM-DEN,RDM,DEN,117,0.15141891503435934,0.21367521367521367,40.96965131189069,0.007304065306632479
ATL-OKC,ATL,OKC,282,0.151336124470682,0.2127659574468085,32.43281941380061,0.007106872223731544
CHS-CLT,CHS,CLT,391,0.15131600992873195,0.21483375959079284,37.164646124291,0.0110884833331675
SFO-ATL,SFO,ATL,615,0.15122160534185122,0.2991869918699187,31.781729009674816,0.0077454628369702065
SFO-MCO,SFO,MCO,158,0.1511599126778826,0.15822784810126583,33.0865721823294,0.005535677357385895
STL-ATL,STL,ATL,639,0.15098227614738013,0.2081377151799687,30.515406075777584,0.007686171255629211
LGB-RNO,LGB,RNO,120,0.15095974175880353,0.21666666666666667,28.281494132677715,0.003972174167089785
PHX-SLC,PHX,SLC,878,0.15080731255182644,0.19931662870159453,26.913202311292054,0.005135164409506297
LAX-SMF,LAX,SMF,1036,0.15078069673829558,0.16312741312741313,27.814842073153343,0.004292209514150534
ATL-SAV,ATL,SAV,556,0.15061048372722358,0.23741007194244604,28.4104275943564,0.008587294945935884
AUS-ATL,AUS,ATL,758,0.15050053209715122,0.2612137203166227,29.933372682505986,0.006802194229822475
MSN-DTW,MSN,DTW,136,0.15042004756191196,0.125,38.87513944681953,0.0058571888092795715
MEM-DTW,MEM,DTW,174,0.15024674814408537,0.21264367816091953,39.75870239323583,0.005767919418535062
LAS-CVG,LAS,CVG,114,0.15022138551923267,0.18421052631578946,27.089109696839984,0.005367987834983784
SEA-ONT,SEA,ONT,488,0.15019537897811072,0.23565573770491804,34.87422064874993,0.005540942942212907
DSM-CLT,DSM,CLT,117,0.15007824960172686,0.2905982905982906,42.89115729698768,0.012111814149986367
PDX-GEG,PDX,GEG,226,0.15002038412257634,0.12389380530973451,30.129261219396,0.006794263133820377
MCI-CLT,MCI,CLT,181,0.14993878338712355,0.16022099447513813,35.81112651930329,0.008913479727672657
RNO-PHX,RNO,PHX,440,0.14993841977451336,0.18636363636363637,29.161759818683972,0.005515360774295762
DFW-CMI,DFW,CMI,111,0.14987564254719932,0.2072072072072072,32.233294598691096,0.010520816059469912
PIT-CLT,PIT,CLT,352,0.14974233218130062,0.20454545454545456,37.84171890670603,0.009024263709825061
AUS-SLC,AUS,SLC,331,0.14969970835119575,0.27794561933534745,30.511838080299587,0.004377485617894579
DTW-MSY,DTW,MSY,105,0.14953297149567377,0.2,32.26190178280785,0.0051199459294029685
BOS-ORF,BOS,ORF,128,0.14950023079290986,0.203125,29.396905325353146,0.010298687344963165
SLC-SAN,SLC,SAN,521,0.14935802759141473,0.2514395393474088,30.06305950296589,0.0055667639980536135
SDF-EWR,SDF,EWR,168,0.14934702940462602,0.125,23.916496293885366,0.016055624998573746
ONT-SMF,ONT,SMF,358,0.14933479189165144,0.18994413407821228,23.242370369714067,0.004132624021601966
RDU-STL,RDU,STL,121,0.14932720440108915,0.36363636363636365,18.1113443689898,0.004963893070047305
ANC-PDX,ANC,PDX,243,0.14931547960626734,0.1111111111111111,23.67456058219627,0.007607446285922832
LEX-CLT,LEX,CLT,271,0.14895647448037383,0.22878228782287824,42.41027352730726,0.012285579488599215
DFW-TXK,DFW,TXK,118,0.1489519028592918,0.2966101694915254,24.325672901282875,0.012490446202182134
SAT-IAH,SAT,IAH,351,0.148908761852657,0.20512820512820512,37.22482600307193,0.00587503580931054
IND-LAX,IND,LAX,163,0.1489005003787257,0.1656441717791411,40.57184394883232,0.004993903273205477
SMF-ONT,SMF,ONT,356,0.14884014549047758,0.21067415730337077,29.947911667020133,0.00378448710770398
TUS-SEA,TUS,SEA,183,0.14878875428373045,0.16939890710382513,36.18307578498548,0.004980959443507787
ROW-DFW,ROW,DFW,175,0.14875381469726562,0.14285714285714285,39.41551174708775,0.009937016874203806
ABQ-DAL,ABQ,DAL,258,0.1487362482260133,0.3178294573643411,21.39075279004814,0.00732571922081451
ATL-BHM,ATL,BHM,609,0.14873620334321447,0.21674876847290642,26.99627283406375,0.006390476192070419
ICT-MSP,ICT,MSP,121,0.14872676743702454,0.15702479338842976,33.96081353022047,0.007403167376433276
CMH-LAX,CMH,LAX,121,0.14864971427139173,0.21487603305785125,32.829152406739794,0.005759415965265602
XNA-PHX,XNA,PHX,121,0.1486286899028731,0.1322314049586777,38.779294352886104,0.005230580862565351
CVG-LAS,CVG,LAS,115,0.14856502925572188,0.2782608695652174,38.21062716608462,0.004914858739655943
SAV-BWI,SAV,BWI,161,0.1484485368782319,0.2360248447204969,28.887586475159072,0.007173219457246274
IAH-SFO,IAH,SFO,595,0.14841564313954667,0.373109243697479,34.05381424366927,0.00448975896414438
BOS-ACK,BOS,ACK,152,0.14835510108815997,0.18421052631578946,31.263740012520238,0.009543859028504997
PHX-ICT,PHX,ICT,113,0.14825033567911755,0.3008849557522124,38.71988958173093,0.006782443493442691
IAD-JAX,IAD,JAX,137,0.1482459033166405,0.2846715328467153,35.56175074612137,0.005659737539411123
DFW-COU,DFW,COU,219,0.14820912749119544,0.2146118721461187,44.406194930751575,0.010986820691619563
ATL-HSV,ATL,HSV,421,0.14818588738062036,0.20902612826603326,35.230998444727085,0.007023764151504014
ATL-GSO,ATL,GSO,486,0.14784824126112608,0.2345679012345679,33.86061676245168,0.01124002184786717
IAH-LAX,IAH,LAX,808,0.14784086584159645,0.1967821782178218,35.000465134582896,0.004390361496481617
SBA-PHX,SBA,PHX,240,0.1478020357588927,0.16666666666666666,36.59898587862651,0.0064635056827683
SBP-DEN,SBP,DEN,118,0.14779695079235708,0.2033898305084746,37.01887318239374,0.004709111062855628
SEA-SNA,SEA,SNA,721,0.1477958424515433,0.20943134535367544,26.11320735677436,0.005871030344868679
CLE-STL,CLE,STL,114,0.1477347867596045,0.24561403508771928,25.026992910786678,0.004207444228150212
CMH-MSP,CMH,MSP,219,0.14760713728323374,0.1187214611872146,38.040432285500444,0.007031929824342575
SAT-ELP,SAT,ELP,128,0.14754231393453665,0.296875,32.564540196210146,0.004214565767548405
SFO-KOA,SFO,KOA,301,0.14734110627261507,0.12624584717607973,29.113416982251543,0.00505697070945834
IND-IAH,IND,IAH,120,0.14731412169833977,0.19166666666666668,37.66247215270996,0.005194121969802197
MAF-DEN,MAF,DEN,298,0.14716150120350738,0.1342281879194631,37.76287997889039,0.005886189191817091
ECP-CLT,ECP,CLT,227,0.14661515129951652,0.2687224669603524,32.434258708869834,0.011303404148252353
ATL-TRI,ATL,TRI,114,0.14645988827473239,0.24561403508771928,34.52171476263749,0.009466092269390058
ATL-DSM,ATL,DSM,223,0.14641590042231864,0.18834080717488788,28.62062879314337,0.009468061069998404
GSP-BNA,GSP,BNA,182,0.14635400320556793,0.3021978021978022,26.23760958294292,0.006607672924963901
TUS-LAS,TUS,LAS,176,0.14633444690314884,0.20454545454545456,25.982932342724368,0.0043954919912556015
JAX-LGA,JAX,LGA,137,0.14631651358230272,0.145985401459854,36.18739918896752,0.019145398788775008
LAX-SJC,LAX,SJC,795,0.14625741634166467,0.18742138364779873,26.882034963931677,0.002285947544683954
SFO-DTW,SFO,DTW,362,0.14625661663752235,0.3149171270718232,31.629077439808714,0.006043476484982031
ATL-LIT,ATL,LIT,392,0.14623947985166189,0.16581632653061223,25.53415871639641,0.006636251236848308
MSY-EWR,MSY,EWR,161,0.1460122107441381,0.15527950310559005,36.45898411436851,0.00864971553379423
PVD-MDW,PVD,MDW,162,0.14596027216333665,0.22839506172839505,21.25776747420982,0.00806422679947165
SFO-ABQ,SFO,ABQ,121,0.14595212005386668,0.21487603305785125,29.51753342053122,0.006068372756458265
GSP-EWR,GSP,EWR,167,0.14592519589883837,0.20359281437125748,35.292004933614216,0.017837291476545763
MRY-LAX,MRY,LAX,121,0.14570040169579923,0.1322314049586777,32.228242960843176,0.003878130488028396
SJU-DFW,SJU,DFW,146,0.14569429165288195,0.1780821917808219,37.417707443237305,0.009471331759797115
GPT-DFW,GPT,DFW,172,0.14534141686420107,0.18023255813953487,32.159388309301335,0.006388006205411835
STT-CLT,STT,CLT,128,0.14519979094620794,0.1796875,28.019776850938797,0.008213865778088802
ONT-SEA,ONT,SEA,490,0.145198984535373,0.17551020408163265,28.991266904558454,0.00644583678184708
SEA-OKC,SEA,OKC,113,0.14515969605572457,0.21238938053097345,24.005241199932268,0.0069754085487035
GCK-DFW,GCK,DFW,119,0.14513112022345806,0.14285714285714285,30.630778993879044,0.008121155575687482
SLC-BWI,SLC,BWI,129,0.14508688296805056,0.17829457364341086,24.845718978911407,0.007903055022578947
PRC-DEN,PRC,DEN,103,0.14503363577775585,0.2621359223300971,41.14036589687311,0.005250780867590081
SLC-JAC,SLC,JAC,241,0.14497092888686666,0.16182572614107885,30.14330962881508,0.006220667461348959
OKC-SEA,OKC,SEA,112,0.14494239585474133,0.10714285714285714,25.574258037975856,0.005968489648824159
MHT-BWI,MHT,BWI,293,0.14486852388689136,0.09556313993174062,25.53912347087274,0.007054413908697439
LIH-OAK,LIH,OAK,121,0.1447480740256546,0.1322314049586777,28.369413675355517,0.008359467217576553
DFW-FSM,DFW,FSM,226,0.14460570965193015,0.2168141592920354,21.181551317198085,0.012130543244360336
SEA-CLT,SEA,CLT,295,0.14459996897790392,0.17966101694915254,29.134656072067003,0.007920935541561275
SLC-AUS,SLC,AUS,330,0.14455837159220017,0.2727272727272727,25.832270788423944,0.004798283691408935
EUG-DEN,EUG,DEN,238,0.14440320241225868,0.2773109243697479,32.074066146081236,0.004924616407122096
TUS-DEN,TUS,DEN,296,0.14437517459579818,0.22972972972972974,26.138535837869387,0.004670113609689806
BNA-MSP,BNA,MSP,344,0.14426658283052748,0.28488372093023256,25.246992430021596,0.00553000248023936
TUL-BNA,TUL,BNA,122,0.14423643812903617,0.18032786885245902,23.576198470397074,0.005231064585892514
PIT-RDU,PIT,RDU,121,0.14409660923579506,0.15702479338842976,35.56282737038352,0.009332151629212426
CVG-IAH,CVG,IAH,109,0.14403052111967987,0.25688073394495414,36.716951230250366,0.005944256982637928
LAX-LIH,LAX,LIH,373,0.14398985505903056,0.1876675603217158,31.77982255153298,0.002818633488162774
BUR-DFW,BUR,DFW,115,0.1439499291388885,0.19130434782608696,34.72611666969631,0.015592115596398589
JFK-SNA,JFK,SNA,117,0.14392864137378514,0.18803418803418803,31.184507304786617,0.006152272663369286
SAT-PHL,SAT,PHL,108,0.1439115151900936,0.2222222222222222,36.79479637852422,0.010991695203951426
CMH-BWI,CMH,BWI,169,0.1438970619140292,0.15976331360946747,23.663522567974745,0.008114289862236806
MSP-JFK,MSP,JFK,121,0.14386684847764733,0.18181818181818182,40.74901812529761,0.010200263932347298
ORF-CLT,ORF,CLT,402,0.14360260288810256,0.2835820895522388,27.53103893431858,0.00927241179431376
SMF-LAX,SMF,LAX,1037,0.14347714551059007,0.171648987463838,22.792394616449812,0.00503084782931882
VPS-BLV,VPS,BLV,103,0.14342276809863674,0.3883495145631068,38.846301004724594,0.0041533132495645145
TUL-CLT,TUL,CLT,120,0.14316093592594067,0.19166666666666668,31.19308295249939,0.007488002273261793
FSM-DFW,FSM,DFW,225,0.1430642005470064,0.17777777777777778,27.555089145236543,0.012637159279306772
PDX-FAT,PDX,FAT,112,0.14294560765847564,0.16071428571428573,26.50533367906298,0.006939616289205982
PHX-CLT,PHX,CLT,479,0.1429357582660458,0.1837160751565762,30.09811719125895,0.007409633866084109
ALB-CLT,ALB,CLT,180,0.14288393946157563,0.21666666666666667,39.55124619801839,0.007597699883594615
BRO-DFW,BRO,DFW,214,0.14272525227654762,0.1308411214953271,44.786275667564894,0.010043365628966554
HHH-CLT,HHH,CLT,205,0.14265308383761383,0.15609756097560976,31.2372945087712,0.009682995585941719
SAT-STL,SAT,STL,106,0.14255674404777446,0.2169811320754717,27.191163409431027,0.003944129452443207
BOI-DEN,BOI,DEN,506,0.14254062364371162,0.23517786561264822,29.765484533762272,0.0037245666378566966
CVG-BWI,CVG,BWI,117,0.1424551676863279,0.2564102564102564,23.581012913304516,0.006788334080216582
IAH-SLC,IAH,SLC,287,0.14243432344667586,0.1986062717770035,33.245588422236956,0.005570529416015941
OKC-CLT,OKC,CLT,149,0.1423155955170225,0.21476510067114093,30.299141474218178,0.011253592613349227
ATL-ABQ,ATL,ABQ,173,0.1423050031668878,0.20809248554913296,28.662244785727793,0.00553763269180698
RNO-DEN,RNO,DEN,404,0.14230014333077293,0.1806930693069307,32.05993874002211,0.0043633529394956115
ABQ-HOU,ABQ,HOU,172,0.14222979157903168,0.23255813953488372,20.40488671424777,0.0047127717508358416
SJC-SEA,SJC,SEA,836,0.14221423033304048,0.21889952153110048,30.550095492002498,0.005006502886414883
SFO-IAH,SFO,IAH,594,0.1421889385415448,0.2053872053872054,29.341114358869866,0.00552894963361822
SJC-LAX,SJC,LAX,795,0.14217623952518468,0.22012578616352202,29.701579233085585,0.00480192804116312
LAX-IAH,LAX,IAH,804,0.14212356811732202,0.16666666666666666,30.402959136820552,0.004786867643758305
ICT-PHX,ICT,PHX,115,0.14200181241916573,0.19130434782608696,29.35253561268682,0.006199128379154465
AEX-DFW,AEX,DFW,175,0.1419782787987164,0.14857142857142858,38.9851212310791,0.014181057536196742
IAD-CLT,IAD,CLT,258,0.1419383289740067,0.2364341085271318,37.774233367091924,0.008966778481178345
ATL-ICT,ATL,ICT,198,0.14190407718221346,0.18686868686868688,28.763163142734104,0.005526260947808623
SEA-RDM,SEA,RDM,301,0.1418082498979331,0.16943521594684385,23.633445258156407,0.009624173508176315
IAD-BDL,IAD,BDL,140,0.14174509181507997,0.20714285714285716,24.281058311462402,0.00657966378433951
SFO-HNL,SFO,HNL,544,0.14170785155147314,0.19669117647058823,28.694355617551242,0.003322279198012079
ATL-TUL,ATL,TUL,270,0.14168488024561493,0.17407407407407408,24.133558827859385,0.0054006644177075095
SAN-SLC,SAN,SLC,522,0.14167621484832746,0.1896551724137931,28.247662694061397,0.007368585128958027
PHX-CLD,PHX,CLD,239,0.14166096725723235,0.20502092050209206,28.809238952572873,0.008880381708137722
IAD-IND,IAD,IND,171,0.14165995161087191,0.2046783625730994,36.06116762217025,0.006058866440468393
JAX-DTW,JAX,DTW,111,0.1415576595846597,0.1981981981981982,25.86371444152282,0.007248828086354162
ATL-VPS,ATL,VPS,442,0.14152566205322473,0.21945701357466063,32.81460743252508,0.006140064290144425
ELP-SAT,ELP,SAT,128,0.14133263865369372,0.265625,19.112392134964466,0.004561244187733302
SLC-MDW,SLC,MDW,112,0.1413061115558126,0.1875,20.840672143868037,0.005840524973903308
CVG-MIA,CVG,MIA,122,0.14129535395835266,0.18032786885245902,37.26684886119405,0.007589582361464129
LGB-SJC,LGB,SJC,227,0.14128853464376034,0.18061674008810572,24.945366838429994,0.002176987913453599
JAX-MIA,JAX,MIA,243,0.1412041576985469,0.23045267489711935,34.213335186365704,0.008280836988515297
SAN-JFK,SAN,JFK,392,0.14112335046259117,0.22448979591836735,38.04415124289844,0.016176460701442585
CMH-ATL,CMH,ATL,554,0.14106555550698768,0.20216606498194944,29.54809943347201,0.008585352898932043
OKC-MDW,OKC,MDW,120,0.14104077067847054,0.21666666666666667,26.44485923846563,0.007476795537275125
BNA-ATL,BNA,ATL,783,0.14088656632455676,0.24648786717752236,28.00365725574518,0.0073006308498389525
CLT-ATL,CLT,ATL,737,0.14088048048448853,0.2727272727272727,31.470323271473195,0.010227282748045708
SUN-DEN,SUN,DEN,118,0.14073692053809003,0.19491525423728814,43.71280194945255,0.00519378536019074
IAD-AUS,IAD,AUS,174,0.1406896878676168,0.23563218390804597,28.491859912872314,0.0038872068842588847
EWR-ROC,EWR,ROC,110,0.14063052081248978,0.15454545454545454,38.473146213184705,0.017237020844233134
ABQ-SEA,ABQ,SEA,132,0.1405575184546637,0.12121212121212122,38.15585389281764,0.006553669070302875
IND-JFK,IND,JFK,165,0.14055019368728003,0.20606060606060606,39.50819678451076,0.013732976244528437
PBI-ATL,PBI,ATL,605,0.14037595453464297,0.17024793388429751,27.63109782037656,0.007992918547758595
SGU-PHX,SGU,PHX,130,0.14035416887356686,0.19230769230769232,31.884508734482985,0.004105639615311072
DEN-DVL,DEN,DVL,102,0.1400778574102065,0.11764705882352941,37.64679512323118,0.007101263442919368
BUF-EWR,BUF,EWR,128,0.14003324985969812,0.140625,45.37138085067272,0.01387036749965524
SJC-HNL,SJC,HNL,180,0.14000036511570216,0.37777777777777777,30.590720309151543,0.0031358307091674457
BOI-ATL,BOI,ATL,106,0.13985518738627434,0.16037735849056603,30.393160424142515,0.006894792803510462
MSN-EWR,MSN,EWR,113,0.13949489791308883,0.17699115044247787,27.75698228008979,0.013098803425808091
IAH-MSY,IAH,MSY,416,0.13943548800531202,0.2860576923076923,25.684377655386925,0.0048635463132925974
IAH-PIT,IAH,PIT,166,0.13943138184497156,0.1927710843373494,27.36207426025207,0.0049282635003889365
IAH-CLE,IAH,CLE,175,0.13942673491580146,0.22857142857142856,23.803347723824636,0.005163044700665133
TUS-LAX,TUS,LAX,440,0.13935483123429798,0.10909090909090909,32.65052927407351,0.004974296740362082
LAX-STS,LAX,STS,158,0.1393463647441019,0.10126582278481013,20.07978496672232,0.007869206162617553
IAD-PWM,IAD,PWM,207,0.13932825243415464,0.15458937198067632,27.582198589896233,0.006426383382252728
YUM-PHX,YUM,PHX,180,0.13927401089006,0.17222222222222222,35.25458864635891,0.006077418790728842
PHX-SGU,PHX,SGU,128,0.13926695694681257,0.265625,30.341834992170334,0.004421480776121219
GEG-SMF,GEG,SMF,112,0.1391101261667375,0.1875,14.860604166984558,0.0030514430930322434
GEG-SEA,GEG,SEA,757,0.13910512273326575,0.17305151915455746,26.40669304534025,0.005180925911133128
ATL-PIT,ATL,PIT,445,0.1390790974323669,0.20224719101123595,26.49638339053379,0.007125757512015601
DEN-JMS,DEN,JMS,104,0.1390233003319456,0.09615384615384616,39.97099861731896,0.006631381432747557
RDU-SFO,RDU,SFO,147,0.13896918813793027,0.4557823129251701,31.26981495837776,0.003910050534686407
SFO-CLE,SFO,CLE,111,0.13893705512489285,0.27927927927927926,31.16571416081609,0.005557341146626853
ATL-ECP,ATL,ECP,437,0.13890925924415173,0.2242562929061785,30.445238170143668,0.006368457810074259
DEN-ROW,DEN,ROW,122,0.1387983946526637,0.3770491803278688,44.96035965153428,0.00645453101558397
CVG-SLC,CVG,SLC,168,0.13878946844488382,0.13690476190476192,35.78592390105838,0.005558870167928863
EVV-DFW,EVV,DFW,176,0.13875184796581214,0.1590909090909091,44.55294858325612,0.011388813081140842
SNA-SJC,SNA,SJC,450,0.13872531613541975,0.18888888888888888,25.324596008724637,0.0026808502780592165
PIT-FLL,PIT,FLL,134,0.1386114031688046,0.13432835820895522,26.130125885579123,0.007204025399146809
MSY-ATL,MSY,ATL,606,0.13855518457839394,0.25412541254125415,27.64022223154704,0.0089874283286634
SAN-IAH,SAN,IAH,285,0.13853465542197227,0.22456140350877193,33.0694176523309,0.006069020516323772
PDX-SEA,PDX,SEA,829,0.13849698399857532,0.16767189384800965,18.71335740428782,0.006287536962085575
BIL-DFW,BIL,DFW,121,0.1382817104458809,0.14049586776859505,29.792959197493623,0.007677394301309938
CYS-DEN,CYS,DEN,122,0.13827599420166406,0.12295081967213115,29.69176866187424,0.006103855208493769
FCA-MSP,FCA,MSP,100,0.13825914554297924,0.11,31.585541896820068,0.0034993792858694006
LAX-DTW,LAX,DTW,352,0.13824457697443326,0.18181818181818182,31.51199395006353,0.005691054147261549
DFW-RAP,DFW,RAP,231,0.13812614574189827,0.18181818181818182,23.0301564864782,0.005706084414603229
DEN-BFF,DEN,BFF,102,0.13811568674795768,0.29411764705882354,41.20997949675018,0.008326358582752828
CMH-JFK,CMH,JFK,214,0.1381105786520187,0.1822429906542056,29.121564125346246,0.016744873423849334
LAX-BOI,LAX,BOI,249,0.1378458679979106,0.1285140562248996,23.589412685378967,0.0026237094970270394
CHA-ATL,CHA,ATL,297,0.13782316828867802,0.24242424242424243,39.42957368844286,0.0071334311543823845
PDX-MDW,PDX,MDW,162,0.13780859584149754,0.1728395061728395,26.202201428236783,0.006715553276036389
PIT-BWI,PIT,BWI,173,0.13780455474305703,0.17341040462427745,25.168728734716513,0.007029177345726536
ATL-DAB,ATL,DAB,239,0.13778294772533192,0.19246861924686193,22.97550449610754,0.010026378202570196
DFW-CLL,DFW,CLL,174,0.1377570284851666,0.16091954022988506,20.150238755105555,0.012274110395522727
CLT-STT,CLT,STT,128,0.137704519322142,0.1640625,35.093217730522156,0.009392503401613794
LIT-CLT,LIT,CLT,263,0.13769425448922604,0.1444866920152091,29.113860456662486,0.00993388743087087
IAD-MSP,IAD,MSP,257,0.13767217609900909,0.15953307392996108,42.34755512341451,0.006417985132651071
AMA-DFW,AMA,DFW,413,0.1375572170169244,0.17433414043583534,32.749971493681755,0.010208575715694357
SLC-STL,SLC,STL,180,0.1374563083673517,0.15,22.81923971441057,0.004939793839368745
SEA-ATL,SEA,ATL,665,0.1373006740346887,0.20300751879699247,29.040485060842414,0.007579350767914554
SBA-LAS,SBA,LAS,149,0.13715249420012404,0.0738255033557047,25.209272743071487,0.004665361225117473
LRD-DFW,LRD,DFW,266,0.1370082695765379,0.15789473684210525,35.36667632339592,0.009869086225880376
SEA-EUG,SEA,EUG,318,0.1369532642874328,0.1761006289308176,24.216959581435102,0.003997372017390909
JFK-MSP,JFK,MSP,125,0.13671758913993837,0.168,41.2289384765625,0.00787531733585074
ATL-JAN,ATL,JAN,310,0.1364770353321106,0.20967741935483872,33.35862350463867,0.006065749733872805
MFR-DEN,MFR,DEN,116,0.13637962243680296,0.21551724137931033,49.364056472120616,0.0020220031834800134
CLD-DEN,CLD,DEN,114,0.13633562349959424,0.18421052631578946,34.652488591378194,0.004809136819941076
PHX-OGG,PHX,OGG,181,0.13620275448369717,0.1712707182320442,20.170191338049115,0.005206736305962658
MEM-IAH,MEM,IAH,181,0.1361432735761885,0.2265193370165746,42.78230159190478,0.005333240479128538
ALB-BWI,ALB,BWI,296,0.13608917425311096,0.16891891891891891,29.992002284204638,0.00742981298750297
OMA-SEA,OMA,SEA,119,0.1359976138763067,0.06722689075630252,23.580119092925255,0.0055443586546866114
IAD-SLC,IAD,SLC,119,0.13596501339133046,0.226890756302521,31.084815866806927,0.005496820595237564
JAC-SLC,JAC,SLC,240,0.1355803738348186,0.10833333333333334,38.34850296974182,0.010592541343740318
LAS-OGG,LAS,OGG,120,0.1354347177470724,0.08333333333333333,22.929238430658977,0.004899600184843188
GRR-ATL,GRR,ATL,224,0.1353676911509995,0.09821428571428571,35.54279411264828,0.006938102115553034
SAV-DTW,SAV,DTW,120,0.1352829433977604,0.25833333333333336,43.073842239379886,0.006778426061872942
SFO-MSP,SFO,MSP,371,0.1352067135394905,0.3881401617250674,26.85961768697857,0.006126807924771727
RAP-DFW,RAP,DFW,229,0.13508675358050776,0.17467248908296942,22.110756999019973,0.008612984343570598
MLB-CLT,MLB,CLT,174,0.1349339147965456,0.3103448275862069,21.719164111148352,0.012745857380268817
PDX-OGG,PDX,OGG,122,0.13487961540212395,0.08196721311475409,19.238506176432626,0.006752812479179902
GNV-DFW,GNV,DFW,112,0.13473872188478708,0.17857142857142858,28.981954421315873,0.010610824336477538
SRQ-CLT,SRQ,CLT,181,0.13446756942166807,0.19337016574585636,30.524601267187634,0.010213479614601685
SNA-SMF,SNA,SMF,395,0.13433733392931238,0.1468354430379747,22.82112479270259,0.004447801949249374
JAX-ATL,JAX,ATL,733,0.1342352713429017,0.21418826739427013,25.706434727365615,0.008984640371500851
MCI-SEA,MCI,SEA,249,0.13423099955282058,0.0963855421686747,24.52053120624588,0.0055969771854579445
AVP-CLT,AVP,CLT,169,0.13416777035364738,0.27218934911242604,20.6901345027269,0.012816516345302606
TUL-PHX,TUL,PHX,184,0.13408185029402375,0.1956521739130435,29.37710754249407,0.00526507895277894
IAD-IAH,IAD,IAH,336,0.13383242887045657,0.22023809523809523,28.987839483079455,0.004510793608275399
MFE-AUS,MFE,AUS,170,0.13363084727350402,0.1411764705882353,31.55143970040714,0.005818650320939281
SEA-BOI,SEA,BOI,614,0.13347529831072408,0.1775244299674267,19.611314573194772,0.003026630762184599
LBB-DAL,LBB,DAL,225,0.13347438851992288,0.2577777777777778,21.283715924157036,0.0066131742246498225
PWM-ATL,PWM,ATL,169,0.1334250474558074,0.2603550295857988,31.45808480618268,0.006367812548308972
SLC-MCI,SLC,MCI,175,0.1332997161575726,0.1657142857142857,19.776163439069474,0.005214553283793585
IAH-MCI,IAH,MCI,122,0.13328716354291947,0.2786885245901639,32.89670062455975,0.005563032749529568
ALB-ATL,ALB,ATL,174,0.1332724860216352,0.20689655172413793,37.83325638168159,0.009420790537858808
RDM-LAX,RDM,LAX,113,0.13323307162628764,0.40707964601769914,37.80216055000778,0.010996537274821142
SFO-IAD,SFO,IAD,442,0.1331625149766514,0.25339366515837103,21.424451728751755,0.006271615946606542
BOI-SMF,BOI,SMF,172,0.1329518215037709,0.1686046511627907,20.976087790589,0.003409538647501058
CVG-MSP,CVG,MSP,224,0.13287612676088298,0.14732142857142858,34.78222653695515,0.00669330261544221
SFO-RDU,SFO,RDU,148,0.13284998960994385,0.18243243243243243,30.3029467092978,0.006478609907323655
OAK-MDW,OAK,MDW,114,0.13282752027244946,0.24561403508771928,23.30542334339075,0.005703514872788729
SDF-DTW,SDF,DTW,133,0.13266038390478693,0.16541353383458646,24.1572073886269,0.006418856508553701
PIT-IAH,PIT,IAH,166,0.13254614317991648,0.18674698795180722,33.254501647259815,0.004306808964023928
SEA-SLC,SEA,SLC,769,0.13247052178523167,0.20026007802340703,24.120773541136742,0.005783237805045754
KOA-LAX,KOA,LAX,325,0.13205732377675863,0.08923076923076922,20.314631494375377,0.0056368978137001854
SNA-OAK,SNA,OAK,421,0.1320436303536994,0.2327790973871734,23.928561135878756,0.006211331848527406
PDX-BUR,PDX,BUR,179,0.13202135826788802,0.12849162011173185,29.22601911875123,0.008115182640952068
ATL-SJC,ATL,SJC,173,0.13198159032129828,0.20809248554913296,24.111159793214302,0.0027337823462273395
SEA-PDX,SEA,PDX,828,0.13195025419663403,0.20772946859903382,28.79213313434435,0.006376074059429355
PIT-IAD,PIT,IAD,166,0.13180145226329207,0.1746987951807229,23.888845738158167,0.008602807395984471
SLC-BNA,SLC,BNA,227,0.13177344833176566,0.23348017621145375,19.419911456003064,0.006013344150725834
RDU-LAX,RDU,LAX,157,0.1317483669348583,0.25477707006369427,25.690966150563234,0.004985684814493892
SGF-ATL,SGF,ATL,118,0.13171661165306123,0.22033898305084745,29.85444575649197,0.009363663594492456
IAD-LAX,IAD,LAX,492,0.1316321815356491,0.18495934959349594,26.151107189131945,0.0036166361735362296
ILM-CLT,ILM,CLT,255,0.13149248902119842,0.13333333333333333,22.97233028411865,0.007616483948061464
CVG-ATL,CVG,ATL,536,0.1314087508301904,0.1921641791044776,30.18436824207875,0.008037713591286721
SEA-GEG,SEA,GEG,756,0.1310651101487339,0.21825396825396826,30.518788861219214,0.006056229274193021
BOI-SEA,BOI,SEA,615,0.13103523957050914,0.2,18.527264736144524,0.00471929733156855
EYW-ATL,EYW,ATL,239,0.13098394499787724,0.20502092050209206,28.751214350616582,0.007357178814897713
LGB-OAK,LGB,OAK,233,0.13073702668171583,0.19313304721030042,24.81567020989283,0.004578451840008827
SBP-LAX,SBP,LAX,112,0.13068858786885226,0.0625,30.627149956566946,0.007001492766513755
EUG-SEA,EUG,SEA,318,0.13067368870167612,0.14465408805031446,22.57161064567806,0.007345404737223185
AUS-MFE,AUS,MFE,170,0.13043089601046898,0.2,29.532637427834903,0.005532931628198746
