route,origin_airport,dest_airport,completed_flights,mean_delay_prob,observed_delay_rate,mean_p90_min,mean_cancel_prob
VPS-CLT,VPS,CLT,225,0.19290663497315513,0.4088888888888889,52.107762264675564,0.010136665786279643
DAL-BWI,DAL,BWI,308,0.19289686131690228,0.38311688311688313,31.631854757086025,0.008176510983461012
ATL-TUS,ATL,TUS,122,0.19282359715367928,0.20491803278688525,32.12676381283119,0.004231201248151846
SMF-BOI,SMF,BOI,172,0.19281439485331608,0.22674418604651161,29.340166898660883,0.0023861269109210995
ATL-DEN,ATL,DEN,1031,0.19275330026949297,0.23278370514064015,41.52146476963905,0.005485739227813076
BNA-CLT,BNA,CLT,572,0.1926701974670787,0.3094405594405594,41.381672080580174,0.008254165603137464
GSP-MIA,GSP,MIA,130,0.19259884793024798,0.2692307692307692,37.05959793971135,0.007852705729265625
GRB-DTW,GRB,DTW,133,0.1924788777093242,0.045112781954887216,55.9071815318631,0.007222357813506983
ATL-IAH,ATL,IAH,804,0.1923999962077212,0.31467661691542287,47.962540216113794,0.0076062154710868374
DEN-RKS,DEN,RKS,122,0.1923881797272651,0.30327868852459017,52.31345120414359,0.007867516300900549
HOU-DAL,HOU,DAL,639,0.19238204225687913,0.29107981220657275,31.849994645991796,0.007114034830343746
EWR-MSY,EWR,MSY,162,0.1923556876955209,0.16666666666666666,39.2093784544203,0.006588363656718059
LGA-PIT,LGA,PIT,500,0.19234274770319462,0.188,43.52476955795288,0.015294658097607071
LAX-MCO,LAX,MCO,624,0.1923342980683232,0.3173076923076923,45.04403870228009,0.005986383940115219
MIA-CLT,MIA,CLT,598,0.19231235006680855,0.25418060200668896,42.808588425052605,0.007732150301765897
SLC-MCO,SLC,MCO,227,0.19226587425900976,0.2422907488986784,38.17936281380674,0.006862561592380657
ORF-PHL,ORF,PHL,176,0.1922636419873346,0.29545454545454547,42.23722212964838,0.011771854575560556
SEA-JNU,SEA,JNU,414,0.19221583922992005,0.21980676328502416,35.58331663251499,0.005728682086253202
ROC-BWI,ROC,BWI,180,0.19218783306164874,0.19444444444444445,39.89126059214274,0.007596806320234563
SAN-RNO,SAN,RNO,259,0.19217929758965738,0.3359073359073359,33.279731868316766,0.006424772901063919
MSP-GFK,MSP,GFK,226,0.1921677884802354,0.11061946902654868,44.7634588933624,0.008642565551733154
CLT-PIT,CLT,PIT,351,0.1921532423025862,0.2792022792022792,49.24179562951765,0.008279754206911768
SFO-ORD,SFO,ORD,1026,0.19201042922122902,0.31871345029239767,43.9434503960563,0.008331052956090849
LBL-DEN,LBL,DEN,105,0.1919852647752989,0.23809523809523808,49.83843569074358,0.006370509415864945
ORD-PNS,ORD,PNS,120,0.19198067672550678,0.175,44.4544158299764,0.006756257061602273
CID-DFW,CID,DFW,233,0.1919515628863302,0.16738197424892703,56.9580785071901,0.010680682851072354
ATL-HOU,ATL,HOU,464,0.19191882272796898,0.25646551724137934,31.686644080384024,0.005081083518284869
RSW-STL,RSW,STL,130,0.1918783018222222,0.2923076923076923,23.54081027691181,0.0041392452387998884
MIA-SLC,MIA,SLC,163,0.19186798601976932,0.25766871165644173,37.34565227017081,0.005501835969808094
DEN-JFK,DEN,JFK,253,0.1918379523949661,0.21739130434782608,54.41963538068085,0.012038693813566896
CLT-OKC,CLT,OKC,150,0.19180498788754144,0.30666666666666664,41.424739837646484,0.007294794987262178
KOA-HNL,KOA,HNL,1177,0.19174964875046135,0.15378079864061173,35.34500449293229,0.004946315044189514
STL-HOU,STL,HOU,273,0.1917394909857612,0.304029304029304,40.44449713640597,0.004448948896226838
STL-PHL,STL,PHL,289,0.19169240184514993,0.2422145328719723,38.23403668651119,0.007208605779817811
SEA-TUS,SEA,TUS,183,0.19165514857391192,0.11475409836065574,36.69013724822164,0.004448296250317429
OMA-DEN,OMA,DEN,655,0.1916502857879373,0.3236641221374046,44.4617823942927,0.005497955156091674
CRW-CLT,CRW,CLT,155,0.19164135811790342,0.24516129032258063,50.608740258985954,0.017805110793787896
SFO-CLD,SFO,CLD,121,0.19162713557728067,0.2231404958677686,44.12175110746021,0.011171453928744251
TPA-MIA,TPA,MIA,454,0.19161547031171522,0.22466960352422907,43.38542498365898,0.008398679212444917
DEN-SAF,DEN,SAF,303,0.19156878719432127,0.18151815181518152,58.0573469860719,0.004102027208525872
DFW-ABI,DFW,ABI,290,0.19156641014691056,0.19655172413793104,23.792318508542817,0.011931181918450837
HOU-JAN,HOU,JAN,122,0.19155690403746778,0.26229508196721313,32.149033976382896,0.004308069758422551
DEN-CPR,DEN,CPR,474,0.19146498217235638,0.32489451476793246,43.6030413108536,0.00718180654852205
MCO-CLE,MCO,CLE,396,0.19136675469803088,0.255050505050505,41.47386376544683,0.006836876837610644
SEA-DFW,SEA,DFW,971,0.1913536606868681,0.2945417095777549,42.01791301200859,0.010231983526365741
DTW-DEN,DTW,DEN,573,0.19131375862249736,0.2286212914485166,44.29298071503431,0.004687818312142463
ATL-CMH,ATL,CMH,556,0.19121436526824673,0.25539568345323743,37.74365726306284,0.00823210053854285
DTW-RIC,DTW,RIC,115,0.1911598445928615,0.12173913043478261,46.64086330247962,0.009017142191853213
RDU-DEN,RDU,DEN,309,0.19115058447213235,0.22006472491909385,37.29485887539811,0.004674126713767265
MEM-PHL,MEM,PHL,156,0.19111704845459032,0.2564102564102564,44.66975027475602,0.012140732247665612
FAT-SAN,FAT,SAN,292,0.1910889172696904,0.3493150684931507,33.755794538210516,0.008067491012814178
STS-SAN,STS,SAN,220,0.1910356269641356,0.2727272727272727,54.3069694779136,0.014264361212842396
LBB-DFW,LBB,DFW,446,0.1910224294482058,0.17040358744394618,39.26580441479191,0.01029041431448014
SFO-BUR,SFO,BUR,525,0.1909680322522209,0.3657142857142857,41.86572713942755,0.006687932136855176
ORD-MSO,ORD,MSO,125,0.19093431258201599,0.104,35.50036042785644,0.004041881787253353
MCO-CLT,MCO,CLT,774,0.1908386299574329,0.24935400516795866,55.151488480949894,0.009410870067117003
CLT-LEX,CLT,LEX,268,0.1908278930098263,0.3656716417910448,46.26538224718464,0.010827042349019099
IAH-BWI,IAH,BWI,203,0.19075751422074042,0.3448275862068966,42.142226773529806,0.0083994825276582
PHX-PSC,PHX,PSC,120,0.1907534770667553,0.2,38.289434846242266,0.0057564191924300324
SLC-SEA,SLC,SEA,768,0.19069324645291394,0.24609375,32.36408114681641,0.005636968654768132
STL-CMH,STL,CMH,114,0.19069049964871324,0.30701754385964913,36.8522627646463,0.005347268715125034
DEN-EAR,DEN,EAR,104,0.19065578224567267,0.33653846153846156,51.30537093602694,0.006815687878630483
SBN-CLT,SBN,CLT,166,0.19062793685729246,0.2289156626506024,79.40539187695606,0.01308034205007865
MSP-XNA,MSP,XNA,103,0.1905705091154691,0.1553398058252427,48.85451826077063,0.004919689929990385
BWI-LAX,BWI,LAX,289,0.1905500107158014,0.42214532871972316,32.62153878591465,0.004354053813869418
CMH-DAL,CMH,DAL,109,0.19048848919091968,0.26605504587155965,30.818345069885254,0.006407024573769655
SNA-SFO,SNA,SFO,758,0.19043449950367605,0.5567282321899736,47.35495765353885,0.006985466864378652
DCA-DEN,DCA,DEN,215,0.1904259281103001,0.2558139534883721,45.85705097109773,0.005509710012384775
TPA-DAL,TPA,DAL,223,0.19040275410218624,0.3094170403587444,36.10372110546437,0.006048147687152753
EWR-PHX,EWR,PHX,393,0.19035442000961184,0.24427480916030533,41.96118469820678,0.007457534283747398
LAS-PHL,LAS,PHL,283,0.19034256383302775,0.3250883392226148,35.356205357258396,0.007913598361782322
SEA-PHL,SEA,PHL,344,0.19031328344067863,0.18604651162790697,38.69701046167418,0.009185793215159182
MIA-SAV,MIA,SAV,104,0.19031020984626734,0.3076923076923077,36.88737676693843,0.00743263320495876
TPA-MSY,TPA,MSY,115,0.19028809070587158,0.21739130434782608,34.131097590405005,0.0046448169438087425
SEA-SAT,SEA,SAT,121,0.1902732612672916,0.371900826446281,28.920920474470154,0.006742160623000304
JFK-ACK,JFK,ACK,128,0.190272917621769,0.21875,47.82538220286369,0.011318447096088272
CLT-BWI,CLT,BWI,519,0.19024815077324594,0.32947976878612717,41.3650441877185,0.010373567903621329
DEN-MSO,DEN,MSO,217,0.19020064206029963,0.20276497695852536,39.744636131321776,0.00268096921093967
PIT-DFW,PIT,DFW,292,0.19018871525991454,0.18493150684931506,54.93077549869067,0.009479887546008866
DEN-COD,DEN,COD,220,0.1901251232759519,0.20909090909090908,49.710410274158825,0.009166048738412192
OGG-LAX,OGG,LAX,524,0.19012328058139968,0.18129770992366412,38.42655194988688,0.0056083129589255395
IAD-PIT,IAD,PIT,165,0.19008624282750217,0.23636363636363636,32.48055069663308,0.00654429067515008
HOU-MSY,HOU,MSY,391,0.19007516370328795,0.24552429667519182,30.20005452724369,0.004680983478688084
EWR-BGR,EWR,BGR,166,0.19006724045219192,0.19879518072289157,33.70912588648049,0.014484726319826403
DEN-SHR,DEN,SHR,121,0.19005446394612965,0.2975206611570248,50.22743530903966,0.006799455819895766
BWI-PWM,BWI,PWM,235,0.18992125550483135,0.251063829787234,23.096954213811998,0.00542944111218599
IND-DAL,IND,DAL,120,0.18992001038665574,0.25,31.94650671084722,0.006332957416711267
DEN-CLD,DEN,CLD,121,0.18983597148302173,0.5619834710743802,49.10025885085429,0.007057792947758451
HNL-LGB,HNL,LGB,122,0.18982387468463086,0.1557377049180328,26.879376216012922,0.003349679464008659
IAH-DTW,IAH,DTW,346,0.18980432049818122,0.26878612716763006,46.255598950248235,0.006813019225052719
CHS-BWI,CHS,BWI,210,0.1897387888814722,0.21904761904761905,30.559559983298893,0.006615434805454884
LAS-LAX,LAS,LAX,1289,0.18971183638849215,0.25368502715283164,35.316263597634894,0.004679219610953163
SAT-DFW,SAT,DFW,732,0.18970957883923759,0.2786885245901639,50.35110486921717,0.012206981403355075
AUS-DEN,AUS,DEN,1041,0.18970096777269294,0.26512968299711814,37.71967023525183,0.004073065494725666
RDU-AUS,RDU,AUS,112,0.1896867249161005,0.35714285714285715,25.778922310897283,0.004006947486362021
PVD-CLT,PVD,CLT,235,0.18967501146996274,0.28085106382978725,38.739641400601,0.009505502435212561
PHL-DTW,PHL,DTW,498,0.18965252856892276,0.24899598393574296,41.650534763872386,0.012299075100647799
SFO-MRY,SFO,MRY,168,0.18960454119812875,0.38095238095238093,60.21264898209345,0.011141111027206895
TUS-DFW,TUS,DFW,301,0.1894994064224915,0.24584717607973422,49.515139114025025,0.012899651694398537
AUS-IND,AUS,IND,334,0.18944923325391586,0.2245508982035928,44.91808773657519,0.0047350288500814745
ELP-DFW,ELP,DFW,430,0.18944348396603453,0.24883720930232558,48.00735560128855,0.010819998006759719
MCI-LAS,MCI,LAS,338,0.18941658464144673,0.23076923076923078,31.796677983018775,0.003875154857220646
PWM-CLT,PWM,CLT,187,0.18936858401897758,0.22459893048128343,43.504824357874256,0.006808951861185438
BWI-STL,BWI,STL,231,0.18930361542479818,0.2683982683982684,22.802923662837966,0.00564245081415905
ATL-SGF,ATL,SGF,119,0.1892731388827332,0.226890756302521,39.07082466317826,0.0064397690107771115
HNL-ITO,HNL,ITO,1030,0.18924727360311064,0.170873786407767,20.34189380673529,0.005088086407068011
COS-LAS,COS,LAS,148,0.18919312951431885,0.25,32.20217804812096,0.003518048127974711
EWR-ORF,EWR,ORF,176,0.18918438983911817,0.17045454545454544,42.56782880696383,0.018819004344292962
IND-PHL,IND,PHL,318,0.18915555040416476,0.20754716981132076,49.60914704784657,0.014352965135881104
PHX-GJT,PHX,GJT,181,0.18908058008107032,0.20994475138121546,45.862852876357614,0.004056042316241077
HNL-LAX,HNL,LAX,1159,0.18902781290083326,0.19758412424503882,30.52152196202842,0.004421217370550488
MSP-IAD,MSP,IAD,254,0.18900604023942796,0.18110236220472442,47.452876271225335,0.00786400057938474
STL-SAT,STL,SAT,105,0.18890325810228076,0.3142857142857143,31.279257383800687,0.004330003093752377
SAN-TPA,SAN,TPA,121,0.18889165232496813,0.15702479338842976,29.95582288946987,0.009186455365423053
CLT-IAD,CLT,IAD,259,0.18880103212065677,0.35135135135135137,52.47242700731432,0.010105177140967161
DTW-BNA,DTW,BNA,413,0.18877733628700777,0.2324455205811138,38.577540907963716,0.007248130408490862
STL-TPA,STL,TPA,202,0.18875588117038258,0.22772277227722773,34.086644441774574,0.005747663427725213
ADQ-ANC,ADQ,ANC,180,0.18872866870628463,0.09444444444444444,33.179628213246666,0.012355427203986507
SFO-DFW,SFO,DFW,813,0.18870583937250235,0.3640836408364084,48.15568853568327,0.010318486208437816
JFK-SLC,JFK,SLC,293,0.18869749314243883,0.2696245733788396,44.5774966034873,0.010092072056026243
CLT-PNS,CLT,PNS,263,0.18867554356956664,0.34220532319391633,45.479663370226724,0.0097408215065234
OKC-PHX,OKC,PHX,301,0.18867397731621796,0.24584717607973422,42.965742190414886,0.00587460066333241
DEN-DTW,DEN,DTW,576,0.18866407287876225,0.2517361111111111,41.18960136009587,0.005038555790726514
OAK-LIH,OAK,LIH,121,0.18859994042018227,0.19834710743801653,28.955294412029676,0.002389602511014301
XNA-DFW,XNA,DFW,597,0.18857190042883906,0.2797319932998325,50.10946628116882,0.011017916403330464
TPA-LAS,TPA,LAS,211,0.18855499370261955,0.23222748815165878,36.89724386585832,0.004026360933694544
SFO-SEA,SFO,SEA,1289,0.18849098809566306,0.3878975950349108,37.21282502567241,0.005719400760040169
PHX-FSD,PHX,FSD,121,0.1884756619649485,0.24793388429752067,43.493601901472104,0.008740356199689641
IND-DFW,IND,DFW,357,0.18843620660759153,0.2801120448179272,47.567673221021806,0.010347169064577779
TUS-ORD,TUS,ORD,174,0.18837859246066246,0.20689655172413793,50.15948500578431,0.00970034730300063
GEG-LAS,GEG,LAS,138,0.18834969139509444,0.21739130434782608,35.63264242116956,0.0036360801609260016
LAX-HNL,LAX,HNL,1161,0.1883338877897546,0.27993109388458226,39.57737000044002,0.003085852991885592
BNA-PNS,BNA,PNS,179,0.18832209708387626,0.39106145251396646,31.304162731383766,0.004928723766959712
DFW-MTJ,DFW,MTJ,104,0.18829715996980667,0.18269230769230768,61.038365657512955,0.007420494992818151
AUS-SFO,AUS,SFO,494,0.1882826857841932,0.43724696356275305,41.49438841622851,0.004032530509612262
LAX-MSY,LAX,MSY,202,0.18824462740138026,0.29207920792079206,30.42816728176457,0.0049485065882989
CRP-DFW,CRP,DFW,505,0.18820227071790413,0.19603960396039605,42.4520540747312,0.016175162041743556
HPN-ORD,HPN,ORD,277,0.18816177549667737,0.19494584837545126,54.91214523590859,0.013973945191414174
ANC-BET,ANC,BET,121,0.1881607900227397,0.1322314049586777,39.00033690712669,0.014878432212536
HOU-ELP,HOU,ELP,175,0.18812258281878064,0.4057142857142857,29.371113605499268,0.003855829222381792
BWI-MHT,BWI,MHT,289,0.1881183626897195,0.18339100346020762,30.044016115393195,0.00478968770570449
BUR-PHX,BUR,PHX,512,0.18811138726596255,0.154296875,36.63386969268322,0.007693356170286407
EWR-IAH,EWR,IAH,597,0.18805088570194828,0.21608040201005024,44.83118327219083,0.008070294672745417
LAS-CLE,LAS,CLE,176,0.1880493525161662,0.4715909090909091,37.41104752367193,0.005766933879835511
FLL-MCO,FLL,MCO,185,0.1879391121300491,0.23243243243243245,44.275701729027,0.007996104220322594
DCA-MVY,DCA,MVY,124,0.1879265775843974,0.33064516129032256,32.268776262960124,0.009172333628365784
OGG-PDX,OGG,PDX,122,0.187903602836562,0.07377049180327869,25.99222053465296,0.006392099325865751
DFW-LRD,DFW,LRD,269,0.18788262514819887,0.16728624535315986,30.68389038171024,0.010243861318453618
SFO-DCA,SFO,DCA,179,0.1877188364553718,0.3016759776536313,45.12485075796117,0.006823276536953118
DEN-LIT,DEN,LIT,267,0.1877146146438095,0.18726591760299627,50.61617829112078,0.004233119638692518
SEA-AUS,SEA,AUS,423,0.18770008116749162,0.3191489361702128,36.31025358745674,0.006204277342888263
MSP-HIB,MSP,HIB,104,0.18764777223651224,0.08653846153846154,43.37217512497535,0.007711407315548298
MSP-TPA,MSP,TPA,220,0.18763292001729662,0.2409090909090909,40.4865573536266,0.005881945839621597
OAK-SEA,OAK,SEA,398,0.1876248530481928,0.3015075376884422,33.881704743783075,0.004363921085424047
MSP-MCI,MSP,MCI,235,0.18756016229695463,0.2,45.24252980820676,0.006329168599257444
BHM-BNA,BHM,BNA,120,0.18752624144156774,0.31666666666666665,39.436170856157936,0.006207665451609891
MSP-MSN,MSP,MSN,242,0.18747689042332744,0.17768595041322313,44.006048092172165,0.007264218590422418
DFW-AMA,DFW,AMA,414,0.18739832570587378,0.2826086956521739,31.4621908745328,0.012236445795963792
LIH-SFO,LIH,SFO,238,0.18736778941600263,0.1092436974789916,34.18552131813114,0.007443919676976899
IAH-AEX,IAH,AEX,121,0.1873378726569089,0.23140495867768596,49.17876171080534,0.008655313016907846
SAT-LAS,SAT,LAS,315,0.18726683515641424,0.33650793650793653,34.52423758885217,0.003729544725318867
DTW-MIA,DTW,MIA,213,0.18723803730637814,0.11267605633802817,45.947246667924624,0.007861937907372796
SFO-ONT,SFO,ONT,242,0.1872313143300616,0.30165289256198347,45.6118439603443,0.005751332072656096
BIS-DEN,BIS,DEN,231,0.1870355699937065,0.17316017316017315,49.303772930459026,0.0059029729031901965
DEN-IAH,DEN,IAH,871,0.18703234404855837,0.29506314580941445,46.56538193589921,0.004882000312475221
MYR-DFW,MYR,DFW,123,0.18697513549066172,0.25203252032520324,40.89246880135885,0.011933043166995049
ATL-TYS,ATL,TYS,307,0.18694570289275544,0.1986970684039088,32.826867491880535,0.008078572016009795
BNA-STL,BNA,STL,218,0.18692008199153143,0.2798165137614679,31.005521345576014,0.00437336492521519
SDF-BNA,SDF,BNA,121,0.18685036420452694,0.2975206611570248,29.116503605172653,0.006581860403606638
EWR-SDF,EWR,SDF,167,0.18680830790611083,0.23353293413173654,47.6055933215661,0.018410829602034537
ATL-SAN,ATL,SAN,369,0.18680697489721665,0.21680216802168023,35.46254964378791,0.005932547899092582
IND-MDW,IND,MDW,118,0.18679433139198917,0.1864406779661017,30.21200677904032,0.008659833297896826
DCA-PHX,DCA,PHX,174,0.1867934873905675,0.1781609195402299,36.35398861457561,0.006051775035885734
SLC-HNL,SLC,HNL,115,0.1867853440668272,0.25217391304347825,48.713022215470026,0.0034246413250927066
SFO-FLL,SFO,FLL,183,0.1867848961242561,0.2786885245901639,32.14810629881145,0.007708137783685017
SAF-DFW,SAF,DFW,303,0.18676480208293045,0.24752475247524752,42.95951400102168,0.0063665729823604795
LAS-PDX,LAS,PDX,520,0.1867270813180277,0.24615384615384617,35.118813340480514,0.004835777985951917
MSY-DEN,MSY,DEN,327,0.186724305255424,0.28440366972477066,29.710697986299476,0.004554300302300941
MYR-CLT,MYR,CLT,299,0.18669781754148446,0.22073578595317725,34.20611390142537,0.010232758247262693
SFO-DEN,SFO,DEN,997,0.1866784947985034,0.3520561685055166,42.3557175375155,0.004822482739525315
FAR-DFW,FAR,DFW,174,0.1866771059389087,0.1781609195402299,43.67910768793917,0.010432096687016895
MSY-DAL,MSY,DAL,326,0.18666689482980345,0.34662576687116564,30.18649929652185,0.006339407351509502
MSP-CVG,MSP,CVG,224,0.18666207703894802,0.22321428571428573,33.519648615803035,0.005765536634458436
CMH-MIA,CMH,MIA,225,0.18664588861995274,0.11555555555555555,39.67469651963976,0.007057584062632587
ATL-PDX,ATL,PDX,301,0.1866392863054212,0.23920265780730898,36.378086825145836,0.005441711568534866
IAH-MCO,IAH,MCO,515,0.18654972576689952,0.29320388349514565,44.270045413785766,0.0064859037233803134
MSP-IAH,MSP,IAH,381,0.18648418815430068,0.22572178477690288,43.90258341511404,0.005697414230477686
RIC-DTW,RIC,DTW,115,0.18647342868473218,0.1565217391304348,42.400488662719724,0.007457691013957535
LNK-DEN,LNK,DEN,294,0.18639385647007398,0.1836734693877551,63.42478198096866,0.007395015558272246
GJT-PHX,GJT,PHX,181,0.18637624551742776,0.2154696132596685,34.601886148610824,0.007435437996784297
HOU-ABQ,HOU,ABQ,179,0.18626729153388039,0.26256983240223464,34.69579292276052,0.004741576006118622
SMF-BUR,SMF,BUR,394,0.18626671997348065,0.10406091370558376,33.359484929118665,0.005503311555860494
SFO-FAT,SFO,FAT,183,0.186254748229772,0.366120218579235,53.60809918179538,0.01060712200849027
ANC-ORD,ANC,ORD,290,0.1862340463132694,0.22413793103448276,52.52816548840753,0.01089309311898078
PIT-MIA,PIT,MIA,129,0.1861834065743195,0.2713178294573643,40.82523311200992,0.007009298522741749
STL-RDU,STL,RDU,121,0.18618283451588685,0.3140495867768595,36.839857132966856,0.005607267939831969
ANC-SFO,ANC,SFO,139,0.18609377323723525,0.12949640287769784,50.60708340981024,0.0061590139295155414
